app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/code,weather/icon,weather/description,wind_dir,wind_gust_spd,wind_spd
33.9,324.09,43,20.8,0,0,-17.06,0,n,0,1015,final,54,1015.95,0,0,31.3,2018-07-01T22:30:00,2018-07-02T02:30:00,1530498600,0,16,803,c03n,Broken clouds,230,2.9,2.7
33.6,327.25,50,20.7,0,0,-18.73,0,n,0,1015.1,final,54,1016.075,0,0,31.1,2018-07-01T22:45:00,2018-07-02T02:45:00,1530499500,0,16,803,c03n,Broken clouds,240,3.3,3.1
33.2,330.41,50,20.3,0,0,-20.4,0,n,0,1015.2,final,53,1016.2,0,0,31,2018-07-01T23:00:00,2018-07-02T03:00:00,1530500400,0,16,803,c03n,Broken clouds,240,3.2,2.97
33.2,333.96,50,20.5,0,0,-21.49,0,n,0,1015.275,final,54,1016.3,0,0,30.9,2018-07-01T23:15:00,2018-07-02T03:15:00,1530501300,0,16,803,c03n,Broken clouds,235,3.1,2.85
32.9,337.51,50,20.3,0,0,-22.59,0,n,0,1015.35,final,54,1016.4,0,0,30.7,2018-07-01T23:30:00,2018-07-02T03:30:00,1530502200,0,16,803,c03n,Broken clouds,235,2.9,2.72
32.7,341.05,50,20.2,0,0,-23.68,0,n,0,1015.425,final,54,1016.5,0,0,30.6,2018-07-01T23:45:00,2018-07-02T03:45:00,1530503100,0,16,803,c03n,Broken clouds,230,2.8,2.6
31.5,344.6,43,19.7,0,0,-24.77,0,n,0,1015.5,final,55,1016.6,0,0,29.8,2018-07-02T00:00:00,2018-07-02T04:00:00,1530504000,0,16,803,c03n,Broken clouds,225,2.9,2.72
30.3,348.4,37,19.2,0,0,-25.16,0,n,0,1015.6125,final,56,1016.64996,0,0,28.9,2018-07-02T00:15:00,2018-07-02T04:15:00,1530504900,0,16,802,c02n,Scattered clouds,215,3.1,2.85
29.3,352.21,31,19,0,0,-25.55,0,n,0,1015.725,final,58,1016.69995,0,0,28.1,2018-07-02T00:30:00,2018-07-02T04:30:00,1530505800,0,16,802,c02n,Scattered clouds,210,3.2,2.97
28.3,356.01,25,18.8,0,0,-25.93,0,n,0,1015.8375,final,60,1016.75,0,0,27.2,2018-07-02T00:45:00,2018-07-02T04:45:00,1530506700,0,16,802,c02n,Scattered clouds,200,3.3,3.1
28.2,359.81,25,18.9,0,0,-26.32,0,n,0,1015.95,final,61,1016.8,0,0,27.1,2018-07-02T01:00:00,2018-07-02T05:00:00,1530507600,0,16,802,c02n,Scattered clouds,200,3.2,2.97
28.2,273.62,25,19.3,0,0,-25.95,0,n,0,1016.0625,final,63,1016.85,0,0,26.9,2018-07-02T01:15:00,2018-07-02T05:15:00,1530508500,0,16,802,c02n,Scattered clouds,200,3.1,2.85
28.2,187.42,25,19.7,0,0,-25.59,0,n,0,1016.17505,final,65,1016.9,0,0,26.8,2018-07-02T01:30:00,2018-07-02T05:30:00,1530509400,0,16,802,c02n,Scattered clouds,200,2.9,2.72
28.2,101.23,25,20.1,0,0,-25.22,0,n,0,1016.28754,final,67,1016.95,0,0,26.7,2018-07-02T01:45:00,2018-07-02T05:45:00,1530510300,0,16,802,c02n,Scattered clouds,200,2.8,2.6
28.3,15.03,25,20.5,0,0,-24.85,0,n,0,1016.4,final,69,1017,0,0,26.7,2018-07-02T02:00:00,2018-07-02T06:00:00,1530511200,0,16,802,c02n,Scattered clouds,200,2.8,2.6
26.8,18.59,25,20.4,0,0,-23.78,0,n,0,1016.25,final,70,1016.975,0,0,26.3,2018-07-02T02:15:00,2018-07-02T06:15:00,1530512100,0,16,802,c02n,Scattered clouds,210,2.6,2.43
26.5,22.15,25,20.3,0,0,-22.71,0,n,0,1016.1,final,71,1016.95,0,0,26,2018-07-02T02:30:00,2018-07-02T06:30:00,1530513000,0,16,802,c02n,Scattered clouds,220,2.4,2.26
26.1,25.7,25,20.2,0,0,-21.63,0,n,0,1015.95,final,72,1016.92505,0,0,25.6,2018-07-02T02:45:00,2018-07-02T06:45:00,1530513900,0,16,802,c02n,Scattered clouds,230,2.2,2.1
25.8,29.26,25,20.1,0,0,-20.56,0,n,0,1015.8,final,73,1016.9,0,0,25.3,2018-07-02T03:00:00,2018-07-02T07:00:00,1530514800,0,16,802,c02n,Scattered clouds,230,2.2,2.1
25.5,32.43,25,20,0,0,-18.9,0,n,0,1015.8,final,74,1016.875,0,0,25,2018-07-02T03:15:00,2018-07-02T07:15:00,1530515700,0,16,802,c02n,Scattered clouds,230,2.2,2.1
25.2,35.6,25,19.8,0,0,-17.25,0,n,0,1015.8,final,74,1016.85,0,0,24.7,2018-07-02T03:30:00,2018-07-02T07:30:00,1530516600,0,16,802,c02n,Scattered clouds,230,2.2,2.1
24.9,38.77,25,19.7,0,0,-15.59,0,n,0,1015.8,final,75,1016.825,0,0,24.4,2018-07-02T03:45:00,2018-07-02T07:45:00,1530517500,0,16,802,c02n,Scattered clouds,230,2.2,2.1
25,41.94,25,20,0,0,-13.93,0,n,0,1015.8,final,76,1016.8,0,0,24.5,2018-07-02T04:00:00,2018-07-02T08:00:00,1530518400,0,16,802,c02n,Scattered clouds,230,2,1.95
25.2,44.73,25,20,0,0,-11.83,0,n,0,1015.8,final,75,1016.8,0,0,24.7,2018-07-02T04:15:00,2018-07-02T08:15:00,1530519300,0,16,802,c02n,Scattered clouds,230,1.9,1.8
25.3,47.51,25,19.9,0,0,-9.74,0,n,0,1015.8,final,74,1016.8,0,0,24.9,2018-07-02T04:30:00,2018-07-02T08:30:00,1530520200,0,16,802,c02n,Scattered clouds,230,1.7,1.65
25.4,50.3,25,19.6,0,0,-7.64,0,n,0,1015.8,final,72,1016.8,0,0,25,2018-07-02T04:45:00,2018-07-02T08:45:00,1530521100,0,16,802,c02n,Scattered clouds,230,1.6,1.5
25.6,53.08,25,19.5,0,0,-5.54,0,n,0,1015.8,final,71,1016.8,0,0,25.1,2018-07-02T05:00:00,2018-07-02T09:00:00,1530522000,0,16,802,c02n,Scattered clouds,235,1.2,1.12
25.7,55.55,25,19.7,7.37,60.15,-3.13,9.4,d,0,1015.9,final,71,1016.85,0,9,25.3,2018-07-02T05:15:00,2018-07-02T09:15:00,1530522900,0,16,802,c02n,Scattered clouds,235,0.8,0.75
25.9,58.02,25,19.8,14.75,120.3,-0.72,18.8,d,0,1016,final,71,1016.9,0,18,25.4,2018-07-02T05:30:00,2018-07-02T09:30:00,1530523800,0,16,802,c02n,Scattered clouds,240,0.4,0.37
26.1,60.49,25,19.9,22.12,180.44,1.69,28.3,d,0,1016.1,final,71,1016.95,0,27,25.6,2018-07-02T05:45:00,2018-07-02T09:45:00,1530524700,1.4,16,802,c02n,Scattered clouds,240,1.3,1.3
26.2,62.96,25,20.1,29.49,240.59,4.1,37.7,d,0,1016.2,final,71,1017,0,35,25.7,2018-07-02T06:00:00,2018-07-02T10:00:00,1530525600,1.5,16,802,c02n,Scattered clouds,245,0.5,0.52
26.3,65.24,25,20,37.96,321.28,6.73,77.8,d,0,1016.2,final,70,1017.025,0,73,25.9,2018-07-02T06:15:00,2018-07-02T10:15:00,1530526500,1.5,16,802,c02d,Scattered clouds,245,1.1,1.05
