app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/icon,weather/code,wind_dir,wind_gust_spd,wind_spd
-23.8,99.04,0,-20.1,0,0,-25.82,0,n,0,1027.4,final,59,1028.3,0,0,-13.9,2018-01-01T05:00:00,2018-01-01T10:00:00,1514800800,0,16,Clear Sky,c01n,800,305,8.3,7.07
-23.7,101.25,0,-20.1,0,0,-23.06,0,n,0,1027.4,final,59,1028.3251,0,0,-13.9,2018-01-01T05:15:00,2018-01-01T10:15:00,1514801700,0,16,Clear Sky,c01n,800,305,8.2,6.95
-23.7,103.46,0,-20.1,0,0,-20.3,0,n,0,1027.4,final,59,1028.3501,0,0,-13.9,2018-01-01T05:30:00,2018-01-01T10:30:00,1514802600,0,16,Clear Sky,c01n,800,310,8,6.82
-23.6,105.66,0,-20.1,0,0,-17.53,0,n,0,1027.4,final,59,1028.375,0,0,-13.9,2018-01-01T05:45:00,2018-01-01T10:45:00,1514803500,0,16,Clear Sky,c01n,800,310,7.8,6.7
-23.6,107.87,6,-20.3,0,0,-14.77,0,n,0,1027.4,final,59,1028.4,0,0,-14,2018-01-01T06:00:00,2018-01-01T11:00:00,1514804400,0,16,Few clouds,c02n,801,305,7.5,6.45
-23.6,110.14,12,-20.2,0,0,-12.14,0,n,0,1027.6,final,60,1028.525,0,0,-14.2,2018-01-01T06:15:00,2018-01-01T11:15:00,1514805300,0,16,Few clouds,c02n,801,300,7.2,6.2
-23.5,112.41,18,-20.3,0,0,-9.52,0,n,0,1027.8,final,60,1028.65,0,0,-14.3,2018-01-01T06:30:00,2018-01-01T11:30:00,1514806200,0,16,Few clouds,c02n,801,295,6.8,5.95
-23.5,114.67,25,-20.2,0,0,-6.89,0,n,0,1028,final,61,1028.775,0,0,-14.4,2018-01-01T06:45:00,2018-01-01T11:45:00,1514807100,0,16,Scattered clouds,c02n,802,290,6.5,5.7
-23.5,116.94,25,-20,0,0,-4.26,0,n,0,1028.2,final,62,1028.9,0,0,-14.4,2018-01-01T07:00:00,2018-01-01T12:00:00,1514808000,0,16,Scattered clouds,c02n,802,290,6.5,5.7
-23,119.41,25,-20.1,9.41,80.66,-1.85,14.6,d,0,1028.25,final,61,1028.975,0,14,-14.2,2018-01-01T07:15:00,2018-01-01T12:15:00,1514808900,0,16,Scattered clouds,c02n,802,290,6,5.33
-22.5,121.88,25,-20.1,18.82,161.31,0.57,29.2,d,0,1028.3,final,60,1029.05,0,29,-14.1,2018-01-01T07:30:00,2018-01-01T12:30:00,1514809800,1,16,Scattered clouds,c02n,802,290,5.6,4.96
-21.9,124.34,25,-20,28.22,241.97,2.99,43.8,d,0,1028.35,final,60,1029.125,0,43,-13.9,2018-01-01T07:45:00,2018-01-01T12:45:00,1514810700,1,16,Scattered clouds,c02n,802,290,10.3,4.59
-22.2,126.81,25,-19.9,37.63,322.62,5.4,58.3,d,0,1028.4,final,59,1029.2,0,58,-13.6,2018-01-01T08:00:00,2018-01-01T13:00:00,1514811600,1,16,Scattered clouds,c02d,802,295,10.3,5.25
-22.3,129.59,25,-19.8,44.67,388.63,7.5,93.2,d,0,1028.4,final,58,1029.25,0,92,-13.3,2018-01-01T08:15:00,2018-01-01T13:15:00,1514812500,1.1,16,Scattered clouds,c02d,802,300,10.3,5.9
-22.4,132.36,25,-19.6,51.72,454.63,9.6,128.1,d,0,1028.4,final,58,1029.3,0,127,-13.1,2018-01-01T08:30:00,2018-01-01T13:30:00,1514813400,1.1,16,Scattered clouds,c02d,802,305,10.3,6.55
-22.5,135.14,25,-19.3,58.76,520.64,11.7,162.9,d,0,1028.4,final,58,1029.35,0,162,-12.8,2018-01-01T08:45:00,2018-01-01T13:45:00,1514814300,1.1,16,Scattered clouds,c02d,802,310,10.3,7.2
-21.8,137.91,25,-19.1,65.8,586.64,13.8,197.8,d,0,1028.4,final,57,1029.4,0,196,-12.4,2018-01-01T09:00:00,2018-01-01T14:00:00,1514815200,1.2,16,Scattered clouds,c02d,802,310,10.1,6.95
-21.1,141.08,25,-18.9,69.61,615.54,15.47,228.2,d,0,1028.55,final,56,1029.525,0,226,-11.9,2018-01-01T09:15:00,2018-01-01T14:15:00,1514816100,1.2,16,Scattered clouds,c02d,802,310,9.8,6.7
-20.4,144.24,25,-18.9,73.42,644.45,17.13,258.6,d,0,1028.7,final,54,1029.65,0,257,-11.5,2018-01-01T09:30:00,2018-01-01T14:30:00,1514817000,1.3,16,Scattered clouds,c02d,802,310,9.6,6.45
-19.7,147.41,25,-18.8,77.22,673.35,18.8,289,d,0,1028.85,final,53,1029.775,0,287,-11.1,2018-01-01T09:45:00,2018-01-01T14:45:00,1514817900,1.4,16,Scattered clouds,c02d,802,310,9.3,6.2
-19.3,150.57,25,-18.6,81.03,702.25,20.46,319.4,d,0,1029,final,52,1029.9,0,317,-10.7,2018-01-01T10:00:00,2018-01-01T15:00:00,1514818800,1.5,16,Scattered clouds,c02d,802,315,7.5,6.45
-18.9,154.12,25,-18.6,83.04,715.87,21.54,339.5,d,0,1028.85,final,50,1029.8,0,337,-10.3,2018-01-01T10:15:00,2018-01-01T15:15:00,1514819700,1.6,16,Scattered clouds,c02d,802,320,7.8,6.7
-18.5,157.67,25,-18.7,85.06,729.48,22.63,359.5,d,0,1028.7,final,48,1029.7,0,357,-9.8,2018-01-01T10:30:00,2018-01-01T15:30:00,1514820600,1.6,16,Scattered clouds,c02d,802,325,8.2,6.95
-18.1,161.22,25,-18.6,87.07,743.1,23.71,379.6,d,0,1028.55,final,47,1029.6,0,377,-9.4,2018-01-01T10:45:00,2018-01-01T15:45:00,1514821500,1.7,16,Scattered clouds,c02d,802,330,10.9,7.2
-17.9,164.77,25,-18.8,89.08,756.71,24.79,399.6,d,0,1028.4,final,45,1029.5,0,396,-9.1,2018-01-01T11:00:00,2018-01-01T16:00:00,1514822400,1.8,16,Scattered clouds,c02d,802,325,11.2,7.45
-17.7,168.57,25,-18.8,89.72,760.81,25.17,406.6,d,0,1028.225,final,44,1029.3,0,403,-8.8,2018-01-01T11:15:00,2018-01-01T16:15:00,1514823300,1.8,16,Scattered clouds,c02d,802,315,11.6,7.69
-17.4,172.38,25,-19.1,90.36,764.91,25.55,413.6,d,0,1028.05,final,42,1029.1,0,410,-8.6,2018-01-01T11:30:00,2018-01-01T16:30:00,1514824200,1.9,16,Scattered clouds,c02d,802,310,12,7.94
-17.2,176.18,25,-19.2,91,769.01,25.93,420.6,d,0,1027.875,final,41,1028.8999,0,417,-8.3,2018-01-01T11:45:00,2018-01-01T16:45:00,1514825100,1.9,16,Scattered clouds,c02d,802,300,12.4,8.19
-16.8,179.98,25,-19.3,91.64,773.11,26.31,427.6,d,0,1027.7,final,40,1028.7,0,424,-8.2,2018-01-01T12:00:00,2018-01-01T17:00:00,1514826000,1.9,16,Scattered clouds,c02d,802,310,9.2,7.69
-16.4,183.78,25,-19.5,91.01,769.05,25.94,420.7,d,0,1027.575,final,39,1028.5249,0,417,-8.1,2018-01-01T12:15:00,2018-01-01T17:15:00,1514826900,1.9,16,Scattered clouds,c02d,802,315,8.5,7.19
-15.9,187.59,25,-19.7,90.38,765,25.56,413.8,d,0,1027.45,final,38,1028.35,0,410,-7.9,2018-01-01T12:30:00,2018-01-01T17:30:00,1514827800,1.9,16,Scattered clouds,c02d,802,325,7.8,6.7
-15.5,191.39,25,-19.9,89.74,760.94,25.19,406.8,d,0,1027.325,final,37,1028.175,0,404,-7.8,2018-01-01T12:45:00,2018-01-01T17:45:00,1514828700,1.8,16,Scattered clouds,c02d,802,330,11.6,6.2
-15.5,195.19,25,-20.2,89.11,756.88,24.81,399.9,d,0,1027.2,final,36,1028,0,397,-7.8,2018-01-01T13:00:00,2018-01-01T18:00:00,1514829600,1.8,16,Scattered clouds,c02d,802,330,11.4,6.2
-15.3,198.74,25,-20.4,87.11,743.32,23.73,379.9,d,0,1027.075,final,35,1027.875,0,377,-7.6,2018-01-01T13:15:00,2018-01-01T18:15:00,1514830500,1.7,16,Scattered clouds,c02d,802,325,11.2,6.36
-15.2,202.3,25,-20.5,85.1,729.77,22.65,359.9,d,0,1026.95,final,34,1027.75,0,357,-7.4,2018-01-01T13:30:00,2018-01-01T18:30:00,1514831400,1.6,16,Scattered clouds,c02d,802,325,11,6.53
-15,205.85,25,-20.3,83.1,716.21,21.57,339.9,d,0,1026.825,final,34,1027.625,0,337,-7.2,2018-01-01T13:45:00,2018-01-01T18:45:00,1514832300,1.6,16,Scattered clouds,c02d,802,320,10.8,6.7
-14.9,209.4,25,-20.6,81.09,702.65,20.49,319.9,d,0,1026.7,final,33,1027.5,0,317,-7.1,2018-01-01T14:00:00,2018-01-01T19:00:00,1514833200,1.5,16,Scattered clouds,c02d,802,320,10.9,6.82
-14.8,212.57,25,-20.8,77.29,673.86,18.83,289.6,d,0,1026.6,final,32,1027.475,0,287,-7,2018-01-01T14:15:00,2018-01-01T19:15:00,1514834100,1.4,16,Scattered clouds,c02d,802,320,11.1,6.95
-14.7,215.74,25,-20.7,73.5,645.06,17.17,259.2,d,0,1026.5,final,32,1027.45,0,257,-6.8,2018-01-01T14:30:00,2018-01-01T19:30:00,1514835000,1.3,16,Scattered clouds,c02d,802,320,11.2,7.07
-14.6,218.9,25,-21,69.7,616.27,15.5,228.8,d,0,1026.4,final,31,1027.425,0,227,-6.7,2018-01-01T14:45:00,2018-01-01T19:45:00,1514835900,1.2,16,Scattered clouds,c02d,802,320,11.3,7.2
-14.8,222.07,25,-21.4,65.9,587.47,13.84,198.5,d,0,1026.3,final,30,1027.4,0,197,-6.8,2018-01-01T15:00:00,2018-01-01T20:00:00,1514836800,1.2,16,Scattered clouds,c02d,802,320,11.3,7.2
-15,224.85,25,-21.6,58.88,521.8,11.74,163.6,d,0,1026.4,final,30,1027.45,0,162,-7,2018-01-01T15:15:00,2018-01-01T20:15:00,1514837700,1.1,16,Scattered clouds,c02d,802,315,11.3,7.2
-15.1,227.63,25,-21.3,51.87,456.12,9.64,128.7,d,0,1026.5,final,31,1027.5,0,128,-7.1,2018-01-01T15:30:00,2018-01-01T20:30:00,1514838600,1.1,16,Scattered clouds,c02d,802,315,11.3,7.2
-15.3,230.4,25,-21,44.85,390.45,7.54,93.9,d,0,1026.6,final,32,1027.55,0,93,-7.2,2018-01-01T15:45:00,2018-01-01T20:45:00,1514839500,1.1,16,Scattered clouds,c02d,802,310,11.3,7.2
-15.1,233.18,25,-21.2,37.83,324.77,5.44,59,d,0,1026.7,final,32,1027.6,0,59,-7.3,2018-01-01T16:00:00,2018-01-01T21:00:00,1514840400,1,16,Scattered clouds,c02d,802,305,7.6,6.55
-14.9,235.65,25,-21.3,28.37,243.58,3.03,44.3,d,0,1026.7,final,32,1027.65,0,44,-7.5,2018-01-01T16:15:00,2018-01-01T21:15:00,1514841300,1,16,Scattered clouds,c02n,802,300,6.8,5.9
-14.7,238.12,25,-21.4,18.92,162.39,0.62,29.5,d,0,1026.7,final,32,1027.7,0,29,-7.7,2018-01-01T16:30:00,2018-01-01T21:30:00,1514842200,1,16,Scattered clouds,c02n,802,295,5.9,5.25
-14.4,240.58,25,-21.2,9.46,81.19,-1.8,14.8,d,0,1026.7,final,33,1027.75,0,15,-7.8,2018-01-01T16:45:00,2018-01-01T21:45:00,1514843100,0,16,Scattered clouds,c02n,802,290,5.1,4.59
-14.5,243.05,25,-21.2,0,0,-4.21,0,n,0,1026.7,final,33,1027.8,0,0,-7.8,2018-01-01T17:00:00,2018-01-01T22:00:00,1514844000,0,16,Scattered clouds,c02n,802,295,5.3,4.72
-14.6,245.32,25,-21.2,0,0,-6.84,0,n,0,1026.875,final,33,1027.925,0,0,-7.8,2018-01-01T17:15:00,2018-01-01T22:15:00,1514844900,0,16,Scattered clouds,c02n,802,295,5.4,4.84
-14.6,247.6,25,-21.2,0,0,-9.46,0,n,0,1027.05,final,33,1028.05,0,0,-7.8,2018-01-01T17:30:00,2018-01-01T22:30:00,1514845800,0,16,Scattered clouds,c02n,802,300,5.6,4.97
-14.7,249.87,25,-21.2,0,0,-12.09,0,n,0,1027.225,final,33,1028.175,0,0,-7.8,2018-01-01T17:45:00,2018-01-01T22:45:00,1514846700,0,16,Scattered clouds,c02n,802,300,5.7,5.09
-14.6,252.14,25,-21.3,0,0,-14.71,0,n,0,1027.4,final,33,1028.3,0,0,-7.9,2018-01-01T18:00:00,2018-01-01T23:00:00,1514847600,0,16,Scattered clouds,c02n,802,295,5.3,4.72
-14.5,254.35,25,-21.1,0,0,-17.47,0,n,0,1027.425,final,34,1028.3251,0,0,-8.1,2018-01-01T18:15:00,2018-01-01T23:15:00,1514848500,0,16,Scattered clouds,c02n,802,290,4.8,4.34
-14.3,256.56,25,-21.2,0,0,-20.24,0,n,0,1027.45,final,34,1028.3501,0,0,-8.2,2018-01-01T18:30:00,2018-01-01T23:30:00,1514849400,0,16,Scattered clouds,c02n,802,285,4.4,3.97
-14.1,258.77,25,-21,0,0,-23,0,n,0,1027.475,final,35,1028.375,0,0,-8.3,2018-01-01T18:45:00,2018-01-01T23:45:00,1514850300,0,16,Scattered clouds,c02n,802,280,3.9,3.6
-14.1,260.98,25,-20.7,0,0,-25.76,0,n,0,1027.5,final,36,1028.4,0,0,-8.3,2018-01-01T19:00:00,2018-01-02T00:00:00,1514851200,0,16,Scattered clouds,c02n,802,280,3.9,3.6
-14.1,263.3,25,-20.7,0,0,-28.59,0,n,0,1027.475,final,36,1028.4,0,0,-8.3,2018-01-01T19:15:00,2018-01-02T00:15:00,1514852100,0,16,Scattered clouds,c02n,802,270,3.9,3.6
-14.1,265.62,25,-20.4,0,0,-31.42,0,n,0,1027.45,final,37,1028.4,0,0,-8.3,2018-01-01T19:30:00,2018-01-02T00:30:00,1514853000,0,16,Scattered clouds,c02n,802,260,3.9,3.6
-14.1,267.93,25,-20,0,0,-34.25,0,n,0,1027.425,final,38,1028.4,0,0,-8.3,2018-01-01T19:45:00,2018-01-02T00:45:00,1514853900,0,16,Scattered clouds,c02n,802,250,3.9,3.6
-14.4,270.25,25,-20.2,0,0,-37.08,0,n,0,1027.4,final,38,1028.4,0,0,-8.4,2018-01-01T20:00:00,2018-01-02T01:00:00,1514854800,0,16,Scattered clouds,c02n,802,255,4.1,3.72
-14.7,272.97,25,-19.7,0,0,-39.91,0,n,0,1027.4,final,40,1028.4,0,0,-8.6,2018-01-01T20:15:00,2018-01-02T01:15:00,1514855700,0,16,Scattered clouds,c02n,802,255,4.2,3.84
-15,275.68,25,-19.6,0,0,-42.73,0,n,0,1027.4,final,41,1028.4,0,0,-8.8,2018-01-01T20:30:00,2018-01-02T01:30:00,1514856600,0,16,Scattered clouds,c02n,802,260,4.4,3.97
-15.3,278.4,25,-19.4,0,0,-45.56,0,n,0,1027.4,final,42,1028.4,0,0,-8.9,2018-01-01T20:45:00,2018-01-02T01:45:00,1514857500,0,16,Scattered clouds,c02n,802,260,4.5,4.09
-15.4,281.11,25,-18.9,0,0,-48.38,0,n,0,1027.4,final,44,1028.4,0,0,-8.9,2018-01-01T21:00:00,2018-01-02T02:00:00,1514858400,0,16,Scattered clouds,c02n,802,260,4.7,4.22
-15.5,284.8,25,-18.6,0,0,-51.08,0,n,0,1027.4,final,45,1028.425,0,0,-8.9,2018-01-01T21:15:00,2018-01-02T02:15:00,1514859300,0,16,Scattered clouds,c02n,802,255,4.8,4.34
-15.6,288.48,25,-18.4,0,0,-53.77,0,n,0,1027.4,final,46,1028.45,0,0,-8.9,2018-01-01T21:30:00,2018-01-02T02:30:00,1514860200,0,16,Scattered clouds,c02n,802,255,5,4.47
-15.7,292.17,25,-18.1,0,0,-56.47,0,n,0,1027.4,final,47,1028.475,0,0,-8.9,2018-01-01T21:45:00,2018-01-02T02:45:00,1514861100,0,16,Scattered clouds,c02n,802,250,5.1,4.59
-16.2,295.85,25,-18.1,0,0,-59.16,0,n,0,1027.4,final,48,1028.5,0,0,-9.2,2018-01-01T22:00:00,2018-01-02T03:00:00,1514862000,0,16,Scattered clouds,c02n,802,250,5.3,4.72
-16.6,301.85,25,-17.9,0,0,-61.42,0,n,0,1027.4,final,50,1028.475,0,0,-9.4,2018-01-01T22:15:00,2018-01-02T03:15:00,1514862900,0,16,Scattered clouds,c02n,802,250,5.4,4.84
-17,307.84,25,-17.5,0,0,-63.69,0,n,0,1027.4,final,53,1028.45,0,0,-9.7,2018-01-01T22:30:00,2018-01-02T03:30:00,1514863800,0,16,Scattered clouds,c02n,802,250,5.6,4.97
-17.5,313.84,25,-17.1,0,0,-65.95,0,n,0,1027.4,final,56,1028.425,0,0,-10,2018-01-01T22:45:00,2018-01-02T03:45:00,1514864700,0,16,Scattered clouds,c02n,802,250,5.7,5.09
-17.5,319.83,25,-16.7,0,0,-68.21,0,n,0,1027.4,final,58,1028.4,0,0,-10,2018-01-01T23:00:00,2018-01-02T04:00:00,1514865600,0,16,Scattered clouds,c02n,802,250,5.7,5.09
-17.5,329.81,25,-16.7,0,0,-69.23,0,n,0,1027.4125,final,58,1028.375,0,0,-10,2018-01-01T23:15:00,2018-01-02T04:15:00,1514866500,0,16,Scattered clouds,c02n,802,250,5.7,5.09
-17.5,339.8,25,-16.7,0,0,-70.25,0,n,0,1027.425,final,58,1028.3501,0,0,-10,2018-01-01T23:30:00,2018-01-02T04:30:00,1514867400,0,16,Scattered clouds,c02n,802,250,5.7,5.09
-17.5,349.78,25,-16.9,0,0,-71.26,0,n,0,1027.4375,final,57,1028.3251,0,0,-10,2018-01-01T23:45:00,2018-01-02T04:45:00,1514868300,0,16,Scattered clouds,c02n,802,250,5.7,5.09
-17.9,359.76,25,-16.9,0,0,-72.28,0,n,0,1027.45,final,57,1028.3,0,0,-10,2018-01-02T00:00:00,2018-01-02T05:00:00,1514869200,0,16,Scattered clouds,c02n,802,255,6.4,5.62
-18.2,279.78,25,-17.1,0,0,-71.28,0,n,0,1027.4624,final,56,1028.275,0,0,-10,2018-01-02T00:15:00,2018-01-02T05:15:00,1514870100,0,16,Scattered clouds,c02n,802,260,7.1,6.15
-18.6,199.79,25,-17.1,0,0,-70.28,0,n,0,1027.475,final,56,1028.25,0,0,-10,2018-01-02T00:30:00,2018-01-02T05:30:00,1514871000,0,16,Scattered clouds,c02n,802,265,7.8,6.67
-18.9,119.81,25,-17.1,0,0,-69.28,0,n,0,1027.4875,final,56,1028.225,0,0,-10,2018-01-02T00:45:00,2018-01-02T05:45:00,1514871900,0,16,Scattered clouds,c02n,802,270,8.5,7.2
-18.9,39.82,25,-17.3,0,0,-68.28,0,n,0,1027.5,final,55,1028.2,0,0,-10,2018-01-02T01:00:00,2018-01-02T06:00:00,1514872800,0,16,Scattered clouds,c02n,802,270,8.5,7.2
-18.8,45.85,25,-17.3,0,0,-66.03,0,n,0,1027.55,final,55,1028.2749,0,0,-10,2018-01-02T01:15:00,2018-01-02T06:15:00,1514873700,0,16,Scattered clouds,c02n,802,270,8.3,7.03
-18.7,51.88,25,-17.3,0,0,-63.77,0,n,0,1027.6,final,55,1028.35,0,0,-10,2018-01-02T01:30:00,2018-01-02T06:30:00,1514874600,0,16,Scattered clouds,c02n,802,270,8,6.86
-18.6,57.91,25,-17.3,0,0,-61.52,0,n,0,1027.6499,final,55,1028.425,0,0,-10,2018-01-02T01:45:00,2018-01-02T06:45:00,1514875500,0,16,Scattered clouds,c02n,802,270,7.8,6.7
-18.7,63.94,18,-17.3,0,0,-59.26,0,n,0,1027.7,final,55,1028.5,0,0,-10,2018-01-02T02:00:00,2018-01-02T07:00:00,1514876400,0,16,Few clouds,c02n,801,270,8.2,6.95
-18.9,67.64,12,-17.5,0,0,-56.57,0,n,0,1027.7749,final,54,1028.6,0,0,-10,2018-01-02T02:15:00,2018-01-02T07:15:00,1514877300,0,16,Few clouds,c02n,801,265,8.5,7.2
-19,71.34,6,-17.5,0,0,-53.88,0,n,0,1027.85,final,54,1028.7,0,0,-10,2018-01-02T02:30:00,2018-01-02T07:30:00,1514878200,0,16,Few clouds,c02n,801,265,8.8,7.45
-19.2,75.04,0,-17.7,0,0,-51.18,0,n,0,1027.925,final,53,1028.8,0,0,-10,2018-01-02T02:45:00,2018-01-02T07:45:00,1514879100,0,16,Clear Sky,c01n,800,260,9.2,7.7
-19.2,78.74,0,-18.1,0,0,-48.49,0,n,0,1028,final,52,1028.9,0,0,-10.2,2018-01-02T03:00:00,2018-01-02T08:00:00,1514880000,0,16,Clear Sky,c01n,800,260,8.8,7.45
-19.3,81.46,0,-18,0,0,-45.66,0,n,0,1028,final,53,1028.925,0,0,-10.3,2018-01-02T03:15:00,2018-01-02T08:15:00,1514880900,0,16,Clear Sky,c01n,800,260,8.5,7.2
-19.3,84.18,0,-17.9,0,0,-42.84,0,n,0,1028,final,54,1028.95,0,0,-10.4,2018-01-02T03:30:00,2018-01-02T08:30:00,1514881800,0,16,Clear Sky,c01n,800,260,8.2,6.95
-19.4,86.89,0,-18.1,0,0,-40.01,0,n,0,1028,final,54,1028.975,0,0,-10.6,2018-01-02T03:45:00,2018-01-02T08:45:00,1514882700,0,16,Clear Sky,c01n,800,260,10.8,6.7
-19.7,89.61,0,-17.9,0,0,-37.18,0,n,0,1028,final,55,1029,0,0,-10.6,2018-01-02T04:00:00,2018-01-02T09:00:00,1514883600,0,16,Clear Sky,c01n,800,260,10.8,7.22
-20,91.93,0,-17.9,0,0,-34.35,0,n,0,1028,final,55,1029,0,0,-10.6,2018-01-02T04:15:00,2018-01-02T09:15:00,1514884500,0,16,Clear Sky,c01n,800,255,10.8,7.75
-20.2,94.26,0,-17.9,0,0,-31.52,0,n,0,1028,final,55,1029,0,0,-10.6,2018-01-02T04:30:00,2018-01-02T09:30:00,1514885400,0,16,Clear Sky,c01n,800,255,10.8,8.27
-20.5,96.58,0,-17.9,0,0,-28.69,0,n,0,1028,final,55,1029,0,0,-10.6,2018-01-02T04:45:00,2018-01-02T09:45:00,1514886300,0,16,Clear Sky,c01n,800,250,10.8,8.8
-20.4,98.9,0,-17.9,0,0,-25.86,0,n,0,1028,final,55,1029,0,0,-10.6,2018-01-02T05:00:00,2018-01-02T10:00:00,1514887200,0,16,Clear Sky,c01n,800,255,10.5,8.65
-20.4,101.11,0,-17.9,0,0,-23.1,0,n,0,1028.175,final,55,1029.15,0,0,-10.6,2018-01-02T05:15:00,2018-01-02T10:15:00,1514888100,0,16,Clear Sky,c01n,800,255,10.3,8.5
-20.3,103.32,0,-17.9,0,0,-20.33,0,n,0,1028.35,final,55,1029.3,0,0,-10.6,2018-01-02T05:30:00,2018-01-02T10:30:00,1514889000,0,16,Clear Sky,c01n,800,260,10.1,8.35
-20.2,105.52,0,-17.9,0,0,-17.57,0,n,0,1028.5249,final,55,1029.45,0,0,-10.6,2018-01-02T05:45:00,2018-01-02T10:45:00,1514889900,0,16,Clear Sky,c01n,800,260,9.9,8.19
