app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
8.7,67.15,59,2.3,0,0,-34.24,0,n,0,1009.6,final,64,1010.65,0,0,8.7,2018-03-01T03:30:00,2018-03-01T08:30:00,1519893000,0,16,Broken clouds,803,c03n,205,2,1.95
8.3,70.35,50,2.3,0,0,-31.61,0,n,0,1009.5,final,66,1010.575,0,0,8.3,2018-03-01T03:45:00,2018-03-01T08:45:00,1519893900,0,16,Broken clouds,803,c03n,210,2.2,2.1
8.6,73.55,50,3,0,0,-28.99,0,n,0,1009.4,final,68,1010.5,0,0,8.6,2018-03-01T04:00:00,2018-03-01T09:00:00,1519894800,0,16,Broken clouds,803,c03n,215,2.3,2.22
8.8,76.24,50,3.1,0,0,-26.2,0,n,0,1009.4,final,67,1010.425,0,0,8.8,2018-03-01T04:15:00,2018-03-01T09:15:00,1519895700,0,16,Broken clouds,803,c03n,215,2.5,2.35
9.1,78.93,50,3.1,0,0,-23.41,0,n,0,1009.4,final,66,1010.35,0,0,9.1,2018-03-01T04:30:00,2018-03-01T09:30:00,1519896600,0,16,Broken clouds,803,c03n,220,2.6,2.47
9.4,81.61,50,3.4,0,0,-20.62,0,n,0,1009.4,final,66,1010.275,0,0,9.4,2018-03-01T04:45:00,2018-03-01T09:45:00,1519897500,0,16,Broken clouds,803,c03n,220,2.8,2.6
9.4,84.3,59,3.2,0,0,-17.83,0,n,0,1009.4,final,65,1010.2,0,0,9.4,2018-03-01T05:00:00,2018-03-01T10:00:00,1519898400,0,16,Broken clouds,803,c03n,205,2.6,2.47
9.4,86.76,68,2.9,0,0,-14.99,0,n,0,1009.575,final,64,1010.375,0,0,9.4,2018-03-01T05:15:00,2018-03-01T10:15:00,1519899300,0,16,Broken clouds,803,c03n,185,2.5,2.35
9.4,89.22,78,2.9,0,0,-12.15,0,n,0,1009.75,final,64,1010.55005,0,0,9.4,2018-03-01T05:30:00,2018-03-01T10:30:00,1519900200,0,16,Overcast clouds,804,c04n,170,2.3,2.22
9.4,91.67,87,2.9,0,0,-9.3,0,n,0,1009.925,final,64,1010.72504,0,0,9.4,2018-03-01T05:45:00,2018-03-01T10:45:00,1519901100,0,16,Overcast clouds,804,c04n,155,2.2,2.1
9.4,94.13,90,2.7,0,0,-6.46,0,n,0,1010.1,final,63,1010.9,0,0,9.4,2018-03-01T06:00:00,2018-03-01T11:00:00,1519902000,0,16,Overcast clouds,804,c04n,135,1.6,1.57
9.4,96.58,93,2.7,8.57,72.04,-3.65,12.2,d,0,1010.14996,final,63,1010.95,0,12,9.4,2018-03-01T06:15:00,2018-03-01T11:15:00,1519902900,0,16,Overcast clouds,804,c04n,120,1.1,1.05
9.4,99.02,96,2.7,17.14,144.09,-0.84,24.4,d,0,1010.19995,final,63,1011,0,22,9.4,2018-03-01T06:30:00,2018-03-01T11:30:00,1519903800,0,16,Overcast clouds,804,c04n,105,0.5,0.52
9.4,101.47,100,2.7,25.7,216.13,1.97,36.6,d,0,1010.25,final,63,1011.05,0,29,9.4,2018-03-01T06:45:00,2018-03-01T11:45:00,1519904700,0.5,16,Overcast clouds,804,c04n,85,2.3,2.2
9.4,103.91,96,2.7,34.27,288.17,4.78,48.8,d,0,1010.3,final,63,1011.1,0,45,9.4,2018-03-01T07:00:00,2018-03-01T12:00:00,1519905600,0.6,16,Overcast clouds,804,c04n,70,2.5,2.4
9.6,106.53,93,3.1,42.96,369.01,7.47,92.9,d,0,1010.25,final,64,1011.07495,0,71,9.6,2018-03-01T07:15:00,2018-03-01T12:15:00,1519906500,0.6,16,Overcast clouds,804,c04d,55,0.7,0.7
9.8,109.14,90,3.3,51.65,449.86,10.16,137,d,0,1010.19995,final,64,1011.05,0,102,9.8,2018-03-01T07:30:00,2018-03-01T12:30:00,1519907400,0.7,16,Overcast clouds,804,c04d,35,1.4,1.4
10,111.76,87,3.5,60.34,530.7,12.84,181.1,d,0,1010.14996,final,64,1011.025,0,80,10,2018-03-01T07:45:00,2018-03-01T12:45:00,1519908300,0.8,16,Overcast clouds,804,c04d,20,2.2,2.1
10.4,114.37,90,4.1,69.03,611.54,15.53,225.2,d,0,1010.1,final,65,1011,0,84,10.4,2018-03-01T08:00:00,2018-03-01T13:00:00,1519909200,0.8,16,Overcast clouds,804,c04d,25,1.6,1.57
10.8,117.36,93,4.1,73.92,646.33,17.99,269.7,d,0,1010.02496,final,63,1010.925,0,80,10.8,2018-03-01T08:15:00,2018-03-01T13:15:00,1519910100,0.8,16,Overcast clouds,804,c04d,25,1.1,1.05
11.3,120.35,96,3.8,78.82,681.12,20.44,314.3,d,0,1009.94995,final,60,1010.85,0,147,11.3,2018-03-01T08:30:00,2018-03-01T13:30:00,1519911000,0.8,16,Overcast clouds,804,c04d,30,0.5,0.52
11.7,123.33,100,3.7,83.71,715.9,22.9,358.8,d,0,1009.875,final,58,1010.775,0,120,11.7,2018-03-01T08:45:00,2018-03-01T13:45:00,1519911900,0.8,16,Overcast clouds,804,c04d,30,1.7,1.6
12.3,126.32,100,3.7,88.6,750.69,25.35,403.4,d,0,1009.8,final,56,1010.7,0,129,12.3,2018-03-01T09:00:00,2018-03-01T14:00:00,1519912800,0.8,16,Overcast clouds,804,c04d,35,0.5,0.52
12.8,129.88,100,4,91.64,769.16,27.42,440.3,d,0,1009.8,final,55,1010.675,0,136,12.8,2018-03-01T09:15:00,2018-03-01T14:15:00,1519913700,0.9,16,Overcast clouds,804,c04d,35,1.1,1.05
13.3,133.44,100,4.2,94.68,787.63,29.5,477.2,d,0,1009.8,final,54,1010.65,0,142,13.3,2018-03-01T09:30:00,2018-03-01T14:30:00,1519914600,1,16,Overcast clouds,804,c04d,40,1.6,1.57
13.9,137,100,4.5,97.72,806.1,31.57,514,d,0,1009.8,final,53,1010.625,0,149,13.9,2018-03-01T09:45:00,2018-03-01T14:45:00,1519915500,1.1,16,Overcast clouds,804,c04d,40,2.2,2.1
14.2,140.56,100,4.5,100.76,824.57,33.64,550.9,d,0,1009.8,final,52,1010.6,0,156,14.2,2018-03-01T10:00:00,2018-03-01T15:00:00,1519916400,1.2,16,Overcast clouds,804,c04d,120,2.6,2.47
14.4,144.83,100,4.7,102.51,834.23,35.11,575.7,d,0,1009.8,final,52,1010.64996,0,160,14.4,2018-03-01T10:15:00,2018-03-01T15:15:00,1519917300,1.2,16,Overcast clouds,804,c04d,200,3.1,2.85
14.7,149.1,100,5,104.25,843.9,36.58,600.5,d,0,1009.8,final,52,1010.69995,0,164,14.7,2018-03-01T10:30:00,2018-03-01T15:30:00,1519918200,1.3,16,Overcast clouds,804,c04d,280,3.5,3.22
15,153.36,100,5.5,106,853.56,38.04,625.3,d,0,1009.8,final,53,1010.75,0,169,15,2018-03-01T10:45:00,2018-03-01T15:45:00,1519919100,1.4,16,Overcast clouds,804,c04d,360,3.9,3.6
15.2,157.63,100,5.6,107.74,863.22,39.51,650.2,d,0,1009.8,final,53,1010.8,0,173,15.2,2018-03-01T11:00:00,2018-03-01T16:00:00,1519920000,1.5,16,Overcast clouds,804,c04d,275,3.9,3.6
15.3,162.48,100,5.5,108.4,866.73,40.14,660.3,d,0,1009.625,final,52,1010.65,0,174,15.3,2018-03-01T11:15:00,2018-03-01T16:15:00,1519920900,1.5,16,Overcast clouds,804,c04d,185,3.9,3.6
15.4,167.34,100,5.4,109.07,870.24,40.78,670.5,d,0,1009.44995,final,51,1010.5,0,176,15.4,2018-03-01T11:30:00,2018-03-01T16:30:00,1519921800,1.5,16,Overcast clouds,804,c04d,100,3.9,3.6
15.6,172.19,100,5.2,109.73,873.74,41.41,680.7,d,0,1009.27496,final,50,1010.35,0,178,15.6,2018-03-01T11:45:00,2018-03-01T16:45:00,1519922700,1.6,16,Overcast clouds,804,c04d,10,3.9,3.6
15.7,177.04,100,5,110.39,877.25,42.04,690.8,d,0,1009.1,final,49,1010.2,0,179,15.7,2018-03-01T12:00:00,2018-03-01T17:00:00,1519923600,1.6,16,Overcast clouds,804,c04d,25,3.8,3.47
15.8,181.99,100,4.9,110.04,875.4,41.7,685.4,d,0,1008.89996,final,48,1009.9,0,179,15.8,2018-03-01T12:15:00,2018-03-01T17:15:00,1519924500,1.6,16,Overcast clouds,804,c04d,35,3.6,3.35
16,186.94,100,5,109.69,873.54,41.36,679.9,d,0,1008.69995,final,48,1009.6,0,178,16,2018-03-01T12:30:00,2018-03-01T17:30:00,1519925400,1.6,16,Overcast clouds,804,c04d,50,3.5,3.22
16.1,191.88,100,5.1,109.33,871.69,41.01,674.5,d,0,1008.5,final,48,1009.3,0,177,16.1,2018-03-01T12:45:00,2018-03-01T17:45:00,1519926300,1.6,16,Overcast clouds,804,c04d,60,3.3,3.1
16.1,196.83,100,4.8,108.98,869.83,40.67,669,d,0,1008.3,final,47,1009,0,176,16.1,2018-03-01T13:00:00,2018-03-01T18:00:00,1519927200,1.5,16,Overcast clouds,804,c04d,60,3.3,3.1
15.9,201.31,100,4.6,107.58,862.21,39.43,648.4,d,0,1008.15,final,47,1008.9,0,172,15.9,2018-03-01T13:15:00,2018-03-01T18:15:00,1519928100,1.5,16,Overcast clouds,804,c04d,70,3.3,3.1
15.8,205.78,100,4.5,106.18,854.59,38.2,627.9,d,0,1008,final,47,1008.8,0,169,15.8,2018-03-01T13:30:00,2018-03-01T18:30:00,1519929000,1.4,16,Overcast clouds,804,c04d,80,3.3,3.1
15.6,210.26,100,4.3,104.78,846.96,36.96,607.3,d,0,1007.85,final,47,1008.69995,0,166,15.6,2018-03-01T13:45:00,2018-03-01T18:45:00,1519929900,1.3,16,Overcast clouds,804,c04d,90,3.3,3.1
15.4,214.73,100,4.2,103.38,839.34,35.72,586.7,d,0,1007.7,final,47,1008.6,0,162,15.4,2018-03-01T14:00:00,2018-03-01T19:00:00,1519930800,1.3,16,Overcast clouds,804,c04d,90,3.5,3.22
15.3,218.5,100,4.4,100.77,824.01,33.81,553.2,d,0,1007.55,final,48,1008.475,0,156,15.3,2018-03-01T14:15:00,2018-03-01T19:15:00,1519931700,1.2,16,Overcast clouds,804,c04d,90,3.6,3.35
15.2,222.27,100,4.5,98.16,808.69,31.9,519.6,d,0,1007.4,final,49,1008.35,0,150,15.2,2018-03-01T14:30:00,2018-03-01T19:30:00,1519932600,1.1,16,Overcast clouds,804,c04d,90,3.8,3.47
15,226.03,100,4.7,95.54,793.36,29.98,486,d,0,1007.25,final,50,1008.225,0,144,15,2018-03-01T14:45:00,2018-03-01T19:45:00,1519933500,1,16,Overcast clouds,804,c04d,90,3.9,3.6
14.6,229.8,100,4.6,92.93,778.03,28.07,452.5,d,0,1007.1,final,51,1008.1,0,138,14.6,2018-03-01T15:00:00,2018-03-01T20:00:00,1519934400,0.9,16,Overcast clouds,804,c04d,90,4.1,3.72
14.2,232.94,100,4.4,88.7,749.63,25.71,409.6,d,0,1006.82495,final,52,1007.82495,0,130,14.2,2018-03-01T15:15:00,2018-03-01T20:15:00,1519935300,0.9,16,Overcast clouds,804,c04d,90,4.2,3.84
13.7,236.09,100,4.6,84.48,721.22,23.36,366.8,d,0,1006.55,final,54,1007.55,0,121,13.7,2018-03-01T15:30:00,2018-03-01T20:30:00,1519936200,0.8,16,Overcast clouds,804,c04d,90,4.4,3.97
13.3,239.23,100,4.7,80.25,692.82,21,324,d,0,1006.275,final,56,1007.275,0,113,13.3,2018-03-01T15:45:00,2018-03-01T20:45:00,1519937100,0.7,16,Overcast clouds,804,c04d,90,4.5,4.09
13.3,242.37,100,5,76.02,664.41,18.64,281.2,d,0,1006,final,57,1007,0,104,13.3,2018-03-01T16:00:00,2018-03-01T21:00:00,1519938000,0.7,16,Overcast clouds,804,c04d,95,4.5,4.09
13.3,245.08,100,4.7,68.94,604.61,16.01,235.6,d,0,1005.75,final,56,1006.775,0,93,13.3,2018-03-01T16:15:00,2018-03-01T21:15:00,1519938900,0.6,16,Overcast clouds,804,c04d,100,4.5,4.09
13.3,247.8,100,4.7,61.85,544.8,13.39,190,d,0,1005.5,final,56,1006.55,0,81,13.3,2018-03-01T16:30:00,2018-03-01T21:30:00,1519939800,0.6,16,Overcast clouds,804,c04d,105,4.5,4.09
13.3,250.51,100,4.5,54.77,485,10.76,144.4,d,0.25,1005.25,final,55,1006.32495,0,69,13.3,2018-03-01T16:45:00,2018-03-01T21:45:00,1519940700,0.6,16,Overcast clouds,804,c04d,110,4.5,4.09
13.2,253.22,100,4.1,47.68,425.19,8.13,98.8,d,0.5,1005,final,54,1006.1,0,58,13.2,2018-03-01T17:00:00,2018-03-01T22:00:00,1519941600,0.6,16,Overcast clouds,804,c04d,110,4.4,3.97
13.1,255.7,100,4,35.76,318.89,5.35,74.1,d,1.25,1004.825,final,54,1005.875,0,39,13.1,2018-03-01T17:15:00,2018-03-01T22:15:00,1519942500,0.5,16,Light rain,500,r01d,105,4.2,3.84
12.9,258.19,100,4.1,23.84,212.6,2.57,49.4,d,2,1004.65,final,55,1005.65,0,24,12.9,2018-03-01T17:30:00,2018-03-01T22:30:00,1519943400,0.5,16,Light rain,500,r01n,105,4.1,3.72
12.8,260.67,100,4.3,11.92,106.3,-0.21,24.7,d,1,1004.475,final,56,1005.425,0,14,12.8,2018-03-01T17:45:00,2018-03-01T22:45:00,1519944300,0,16,Light rain,500,r01n,100,3.9,3.6
12.5,263.15,100,4,0,0,-2.99,0,n,0,1004.3,final,56,1005.2,0,0,12.5,2018-03-01T18:00:00,2018-03-01T23:00:00,1519945200,0,16,Overcast clouds,804,c04n,105,4.1,3.72
12.3,265.59,100,4,0,0,-5.83,0,n,0.125,1004.2,final,57,1005.05,0,0,12.3,2018-03-01T18:15:00,2018-03-01T23:15:00,1519946100,0,16,Overcast clouds,804,c04n,105,4.2,3.84
12,268.04,100,4,0,0,-8.66,0,n,0.25,1004.1,final,58,1004.9,0,0,12,2018-03-01T18:30:00,2018-03-01T23:30:00,1519947000,0,16,Overcast clouds,804,c04n,110,4.4,3.97
11.7,270.48,100,4,0,0,-11.5,0,n,0.5,1004,final,59,1004.75,0,0,11.7,2018-03-01T18:45:00,2018-03-01T23:45:00,1519947900,0,16,Overcast clouds,804,c04n,110,4.5,4.09
11.7,272.92,100,4.2,0,0,-14.33,0,n,1,1003.9,final,60,1004.6,0,0,11.7,2018-03-01T19:00:00,2018-03-02T00:00:00,1519948800,0,16,Light rain,500,r01n,110,4.5,4.09
11.3,275.52,100,4.1,0,0,-17.14,0,n,1.25,1003.5,final,61,1004.3,0,0,11.3,2018-03-01T19:15:00,2018-03-02T00:15:00,1519949700,0,16,Light rain,500,r01n,105,4.5,4.09
11,278.12,100,4,0,0,-19.95,0,n,1.5,1003.1,final,62,1004,0,0,11,2018-03-01T19:30:00,2018-03-02T00:30:00,1519950600,0,16,Light rain,500,r01n,105,4.5,4.09
10.6,280.72,100,3.6,0,0,-22.76,0,n,0.75,1002.7,final,62,1003.7,0,0,10.6,2018-03-01T19:45:00,2018-03-02T00:45:00,1519951500,0,16,Light rain,500,r01n,100,4.5,4.09
10.2,283.32,100,3.5,0,0,-25.57,0,n,1,1002.3,final,63,1003.4,0,0,10.2,2018-03-01T20:00:00,2018-03-02T01:00:00,1519952400,0,14,Light rain,500,r01n,105,4.2,3.84
9.8,286.34,100,3.7,0,0,-28.25,0,n,0.5,1002.225,final,66,1003.17505,0,0,9.8,2018-03-01T20:15:00,2018-03-02T01:15:00,1519953300,0,12,Overcast clouds,804,c04n,110,3.9,3.59
9.3,289.37,100,4.1,0,0,-30.93,0,n,1,1002.15,final,70,1002.95,0,0,9.3,2018-03-01T20:30:00,2018-03-02T01:30:00,1519954200,0,10,Light rain,500,r01n,115,3.6,3.35
8.9,292.39,100,4.3,0,0,-33.61,0,n,1.75,1002.075,final,73,1002.725,0,0,8.9,2018-03-01T20:45:00,2018-03-02T01:45:00,1519955100,0,8,Light rain,500,r01n,120,3.3,3.1
8.9,295.41,100,4.9,0,0,-36.29,0,n,2.5,1002,final,76,1002.5,0,0,8.9,2018-03-01T21:00:00,2018-03-02T02:00:00,1519956000,0,8,Light rain,500,r01n,110,3.3,3.1
8.5,299.22,100,5.1,0,0,-38.67,0,n,3.25,1001.65,final,79,1002.275,0,0,8.5,2018-03-01T21:15:00,2018-03-02T02:15:00,1519956900,0,8,Light rain,500,r01n,105,3.3,3.1
8.2,303.03,100,5.3,0,0,-41.06,0,n,4,1001.3,final,82,1002.05,0,0,8.2,2018-03-01T21:30:00,2018-03-02T02:30:00,1519957800,0,7,Light rain,500,r01n,95,3.3,3.1
7.8,306.84,100,5.6,0,0,-43.44,0,n,3.25,1000.94995,final,86,1001.82495,0,0,7.8,2018-03-01T21:45:00,2018-03-02T02:45:00,1519958700,0,6,Light rain,500,r01n,90,8.2,3.1
8.3,310.65,100,6.6,0,0,-45.82,0,n,2.5,1000.6,final,89,1001.6,0,0,8.3,2018-03-01T22:00:00,2018-03-02T03:00:00,1519959600,0,6,Light rain,500,r01n,80,8.2,3.6
8.3,315.69,100,6.6,0,0,-47.63,0,n,2.25,1000.35,final,89,1001.375,0,0,8.3,2018-03-01T22:15:00,2018-03-02T03:15:00,1519960500,0,6,Light rain,500,r01n,80,8.2,4.09
8.3,320.73,100,6.6,0,0,-49.43,0,n,2,1000.1,final,89,1001.15,0,0,8.3,2018-03-01T22:30:00,2018-03-02T03:30:00,1519961400,0,6,Light rain,500,r01n,80,8.2,4.59
8.3,325.76,100,6.6,0,0,-51.24,0,n,2.25,999.85,final,89,1000.925,0,0,8.3,2018-03-01T22:45:00,2018-03-02T03:45:00,1519962300,0,6,Light rain,500,r01n,80,8.2,5.09
8.2,330.8,100,6.5,0,0,-53.04,0,n,2.5,999.6,final,89,1000.7,0,0,8.2,2018-03-01T23:00:00,2018-03-02T04:00:00,1519963200,0,6,Light rain,500,r01n,75,5.6,4.97
8.1,337.12,100,6.4,0,0,-53.86,0,n,2.75,999.2875,final,89,1000.3375,0,0,8.1,2018-03-01T23:15:00,2018-03-02T04:15:00,1519964100,0,6,Light rain,500,r01n,70,5.4,4.84
7.9,343.44,100,6.4,0,0,-54.67,0,n,3,998.975,final,90,999.975,0,0,7.9,2018-03-01T23:30:00,2018-03-02T04:30:00,1519965000,0,6,Light rain,500,r01n,65,5.3,4.72
7.8,349.76,100,6.3,0,0,-55.49,0,n,2.5,998.6625,final,90,999.6125,0,0,7.8,2018-03-01T23:45:00,2018-03-02T04:45:00,1519965900,0,6,Light rain,500,r01n,60,5.1,4.59
7.7,356.08,100,6.1,0,0,-56.3,0,n,2,998.35,final,90,999.25,0,0,7.7,2018-03-02T00:00:00,2018-03-02T05:00:00,1519966800,0,7,Light rain,500,r01n,55,5.3,4.72
7.5,272.62,100,6,0,0,-55.84,0,n,3,998.0375,final,90,998.8875,0,0,7.5,2018-03-02T00:15:00,2018-03-02T05:15:00,1519967700,0,7,Light rain,500,r01n,50,5.4,4.84
7.3,189.16,100,6,0,0,-55.38,0,n,4,997.725,final,91,998.525,0,0,7.3,2018-03-02T00:30:00,2018-03-02T05:30:00,1519968600,0,8,Light rain,500,r01n,45,5.6,4.97
4,105.7,100,6,0,0,-54.91,0,n,3.5,997.4125,final,92,998.1625,0,0,7.2,2018-03-02T00:45:00,2018-03-02T05:45:00,1519969500,0,8,Light rain,500,r01n,40,5.7,5.09
4,22.24,100,6,0,0,-54.45,0,n,3,997.1,final,92,997.8,0,0,7.2,2018-03-02T01:00:00,2018-03-02T06:00:00,1519970400,0,8,Light rain,500,r01n,40,5.7,5.09
3.4,27.68,100,5.7,0,0,-52.88,0,n,3.5,996.625,final,92,997.4,0,0,7,2018-03-02T01:15:00,2018-03-02T06:15:00,1519971300,0,7,Light rain,500,r01n,30,6.8,5.9
2.8,33.12,100,5.5,0,0,-51.32,0,n,4,996.15,final,92,997,0,0,6.7,2018-03-02T01:30:00,2018-03-02T06:30:00,1519972200,0,6,Light rain,500,r01n,20,7.8,6.7
2,38.55,100,4.9,0,0,-49.75,0,n,2.75,995.675,final,92,996.6,0,0,6.1,2018-03-02T01:45:00,2018-03-02T06:45:00,1519973100,0,6,Light rain,500,r01n,30,11.7,6.7
2.2,43.99,100,5,0,0,-48.18,0,n,1.5,995.2,final,92,996.2,0,0,6.3,2018-03-02T02:00:00,2018-03-02T07:00:00,1519974000,0,6,Light rain,500,r01n,35,12,6.82
2.3,48.11,100,5,0,0,-45.93,0,n,2.75,994.775,final,91,995.8,0,0,6.4,2018-03-02T02:15:00,2018-03-02T07:15:00,1519974900,0,6,Light rain,500,r01n,35,12.3,6.95
2.5,52.23,100,5,0,0,-43.67,0,n,4,994.35,final,90,995.4,0,0,6.5,2018-03-02T02:30:00,2018-03-02T07:30:00,1519975800,0,6,Light rain,500,r01n,40,12.6,7.07
2.6,56.34,100,5,0,0,-41.42,0,n,2.75,993.925,final,89,995,0,0,6.7,2018-03-02T02:45:00,2018-03-02T07:45:00,1519976700,0,6,Light rain,500,r01n,40,12.9,7.2
2.8,60.46,100,4.9,0,0,-39.16,0,n,1.5,993.5,final,88,994.6,0,0,6.8,2018-03-02T03:00:00,2018-03-02T08:00:00,1519977600,0,6,Light rain,500,r01n,35,8,6.82
3.1,63.66,100,5.2,0,0,-36.54,0,n,1.75,993.25,final,89,994.32495,0,0,6.8,2018-03-02T03:15:00,2018-03-02T08:15:00,1519978500,0,6,Light rain,500,r01n,30,7.5,6.45
3.3,66.87,100,5.4,0,0,-33.93,0,n,2,993,final,90,994.05,0,0,6.9,2018-03-02T03:30:00,2018-03-02T08:30:00,1519979400,0,6,Light rain,500,r01n,25,7,6.07
3.5,70.07,100,5.6,0,0,-31.31,0,n,2,992.75,final,91,993.775,0,0,7,2018-03-02T03:45:00,2018-03-02T08:45:00,1519980300,0,6,Light rain,500,r01n,20,12.1,5.7
3,73.27,100,5.5,0,0,-28.69,0,n,2,992.5,final,92,993.5,0,0,6.8,2018-03-02T04:00:00,2018-03-02T09:00:00,1519981200,0,7,Light rain,500,r01n,20,11.9,6.32
2.5,75.96,100,5.3,0,0,-25.9,0,n,1.25,992.325,final,92,993.275,0,0,6.5,2018-03-02T04:15:00,2018-03-02T09:15:00,1519982100,0,7,Light rain,500,r01n,20,11.7,6.94
1.9,78.65,100,5,0,0,-23.12,0,n,0.5,992.15,final,92,993.05,0,0,6.3,2018-03-02T04:30:00,2018-03-02T09:30:00,1519983000,0,8,Overcast clouds,804,c04n,20,11.5,7.57
1.4,81.34,100,4.6,0,0,-20.33,0,n,0.5,991.975,final,91,992.82495,0,0,6,2018-03-02T04:45:00,2018-03-02T09:45:00,1519983900,0,8,Overcast clouds,804,c04n,20,11.3,8.19
0.8,84.03,100,4.2,0,0,-17.54,0,n,0.5,991.8,final,91,992.6,0,0,5.6,2018-03-02T05:00:00,2018-03-02T10:00:00,1519984800,0,8,Overcast clouds,804,c04n,105,11.7,8.6
0.1,86.49,100,3.7,0,0,-14.7,0,n,0.75,991.725,final,90,992.52496,0,0,5.2,2018-03-02T05:15:00,2018-03-02T10:15:00,1519985700,0,7,Light rain,500,r01n,190,12.1,9
-0.5,88.95,100,3.3,0,0,-11.86,0,n,1,991.65,final,90,992.44995,0,0,4.8,2018-03-02T05:30:00,2018-03-02T10:30:00,1519986600,0,7,Light rain,500,r01n,275,12.5,9.4
-1.2,91.41,100,2.9,0,0,-9.01,0,n,1,991.575,final,90,992.375,0,0,4.4,2018-03-02T05:45:00,2018-03-02T10:45:00,1519987500,0,6,Light rain,500,r01n,360,12.9,9.8
-1.2,93.87,100,2.6,0,0,-6.17,0,n,1,991.5,final,89,992.3,0,0,4.3,2018-03-02T06:00:00,2018-03-02T11:00:00,1519988400,0,7,Light rain,500,r01n,355,12.6,9.27
-1.2,96.32,100,2.5,8.9,75.55,-3.36,13.2,d,1,991.45,final,89,992.3,0,10,4.2,2018-03-02T06:15:00,2018-03-02T11:15:00,1519989300,0,7,Light rain,500,r01n,350,12.4,8.75
-1.2,98.76,100,2.2,17.79,151.09,-0.55,26.4,d,1,991.4,final,88,992.3,0,20,4,2018-03-02T06:30:00,2018-03-02T11:30:00,1519990200,0,8,Light rain,500,r01n,345,12.1,8.22
-1.2,101.21,100,2.1,26.69,226.64,2.26,39.6,d,0.75,991.35,final,88,992.3,0,31,3.9,2018-03-02T06:45:00,2018-03-02T11:45:00,1519991100,0.5,8,Light rain,500,r01n,340,11.8,7.7
