app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
17.8,40.51,100,17.8,0,0,-15.58,0,n,1,1009.27496,final,100,1010.3,0,0,17.8,2018-06-01T03:45:00,2018-06-01T07:45:00,1527839100,0,1,Light rain,500,r01n,90,1.6,1.5
17.8,43.67,100,17.8,0,0,-13.85,0,n,1,1009.1,final,100,1010.2,0,0,17.8,2018-06-01T04:00:00,2018-06-01T08:00:00,1527840000,0,1,Light rain,500,r01n,90,1.6,1.5
17.8,46.44,100,17.8,0,0,-11.7,0,n,1,1009.1,final,100,1010.15,0,0,17.8,2018-06-01T04:15:00,2018-06-01T08:15:00,1527840900,0,1,Light rain,500,r01n,85,1.6,1.5
17.8,49.2,100,17.8,0,0,-9.54,0,n,1,1009.1,final,100,1010.1,0,0,17.8,2018-06-01T04:30:00,2018-06-01T08:30:00,1527841800,0,1,Light rain,500,r01n,85,1.6,1.5
17.8,51.97,100,17.8,0,0,-7.39,0,n,0.25,1009.1,final,100,1010.05,0,0,17.8,2018-06-01T04:45:00,2018-06-01T08:45:00,1527842700,0,1,Fog,741,a05n,80,1.6,1.5
17.9,54.73,100,17.9,0,0,-5.23,0,n,0.5,1009.1,final,100,1010,0,0,17.9,2018-06-01T05:00:00,2018-06-01T09:00:00,1527843600,0,1,Fog,741,a05n,80,1.2,1.12
17.9,57.19,100,17.9,7.96,66.44,-2.78,11,d,0.5,1009.1,final,100,1010.025,0,8,17.9,2018-06-01T05:15:00,2018-06-01T09:15:00,1527844500,0,1,Fog,741,a05n,85,0.8,0.75
17.9,59.65,100,17.9,15.92,132.88,-0.32,22,d,0.5,1009.1,final,100,1010.05,0,17,17.9,2018-06-01T05:30:00,2018-06-01T09:30:00,1527845400,0,1,Fog,741,a05n,85,0.4,0.37
18,62.11,100,18,23.88,199.31,2.14,33,d,0.25,1009.1,final,100,1010.07495,0,25,18,2018-06-01T05:45:00,2018-06-01T09:45:00,1527846300,0.5,2,Fog,741,a05n,85,1.6,1.5
18.1,64.57,100,18.1,31.84,265.75,4.59,44,d,0.5,1009.1,final,100,1010.1,0,34,18.1,2018-06-01T06:00:00,2018-06-01T10:00:00,1527847200,0.5,2,Fog,741,a05n,85,0.7,0.7
18.2,66.84,100,18.2,40.16,343.69,7.25,85.3,d,0.375,1009.1,final,100,1010.1,0,44,18.2,2018-06-01T06:15:00,2018-06-01T10:15:00,1527848100,0.6,3,Fog,741,a05d,90,1.4,1.4
18.3,69.12,100,18.3,48.47,421.63,9.9,126.7,d,0.25,1009.1,final,100,1010.1,0,54,18.3,2018-06-01T06:30:00,2018-06-01T10:30:00,1527849000,0.6,4,Fog,741,a05d,90,2.2,2.1
18.3,71.39,100,18.3,56.79,499.57,12.56,168,d,0.125,1009.1,final,100,1010.1,0,64,18.3,2018-06-01T06:45:00,2018-06-01T10:45:00,1527849900,0.6,4,Fog,741,a05d,70,1.6,1.5
18.3,73.66,100,18.3,65.1,577.51,15.21,209.3,d,0,1009.1,final,100,1010.1,0,74,18.3,2018-06-01T07:00:00,2018-06-01T11:00:00,1527850800,0.6,3,Fog,741,a05d,65,1.9,1.8
18.3,75.89,100,18.3,70.33,614.57,17.99,257.4,d,0,1009,final,100,1010.1,0,82,18.3,2018-06-01T07:15:00,2018-06-01T11:15:00,1527851700,0.7,2,Fog,741,a05d,60,2.2,2.1
18.3,78.12,100,18.3,75.57,651.64,20.77,305.5,d,0,1008.9,final,100,1010.1,0,89,18.3,2018-06-01T07:30:00,2018-06-01T11:30:00,1527852600,0.7,2,Fog,741,a05d,55,1.9,1.8
18.3,80.35,100,18.3,80.8,688.7,23.55,353.5,d,0,1008.8,final,100,1010.1,0,97,18.3,2018-06-01T07:45:00,2018-06-01T11:45:00,1527853500,0.8,2,Fog,741,a05d,50,1.6,1.5
18.3,82.58,100,18.3,86.03,725.76,26.33,401.6,d,0,1008.7,final,100,1010.1,0,104,18.3,2018-06-01T08:00:00,2018-06-01T12:00:00,1527854400,0.9,3,Fog,741,a05d,30,2.2,2.1
19,84.95,100,18.5,89.73,747.51,29.17,449,d,0,1008.8,final,100,1010.1,0,110,18.5,2018-06-01T08:15:00,2018-06-01T12:15:00,1527855300,1,6,Fog,741,a05d,30,2,1.9
19.3,87.32,100,18.8,93.42,769.27,32.01,496.4,d,0,1008.9,final,100,1010.1,0,116,18.8,2018-06-01T08:30:00,2018-06-01T12:30:00,1527856200,1.1,9,Fog,741,a05d,35,1.8,1.7
19.6,89.68,100,19,97.12,791.02,34.84,543.8,d,0,1009,final,100,1010.1,0,121,19,2018-06-01T08:45:00,2018-06-01T12:45:00,1527857100,1.2,11,Fog,741,a05d,35,1.6,1.5
20,92.05,100,19.4,100.81,812.77,37.68,591.2,d,0,1009.1,final,100,1010.1,0,126,19.4,2018-06-01T09:00:00,2018-06-01T13:00:00,1527858000,1.3,10,Fog,741,a05d,40,1.2,1.12
20.4,94.86,100,19.5,103.44,826.41,40.5,632.9,d,0,1009.175,final,98,1010.07495,0,131,19.8,2018-06-01T09:15:00,2018-06-01T13:15:00,1527858900,1.5,9,Fog,741,a05d,40,0.8,0.75
20.8,97.67,100,19.5,106.06,840.05,43.31,674.7,d,0,1009.25,final,96,1010.05,0,135,20.2,2018-06-01T09:30:00,2018-06-01T13:30:00,1527859800,1.6,8,Overcast clouds,804,c04d,45,0.4,0.37
21.2,100.47,100,19.6,108.69,853.68,46.13,716.5,d,0,1009.325,final,94,1010.025,0,139,20.6,2018-06-01T09:45:00,2018-06-01T13:45:00,1527860700,1.8,6,Overcast clouds,804,c04d,45,0.5,0.5
21.1,103.28,100,19.3,111.31,867.32,48.94,758.2,d,0,1009.4,final,92,1010,0,145,20.6,2018-06-01T10:00:00,2018-06-01T14:00:00,1527861600,2,4,Overcast clouds,804,c04d,45,0.4,0.4
21.7,107.15,100,19.8,113.08,875.74,51.6,790.5,d,0,1009.22504,final,92,1009.975,0,146,21.1,2018-06-01T10:15:00,2018-06-01T14:15:00,1527862500,2.1,4,Overcast clouds,804,c04d,50,0.5,0.5
22.3,111.03,100,20.1,114.84,884.15,54.26,822.8,d,0,1009.05005,final,91,1009.95,0,149,21.7,2018-06-01T10:30:00,2018-06-01T14:30:00,1527863400,2.3,4,Overcast clouds,804,c04d,50,1,1
22.8,114.9,100,20.5,116.61,892.57,56.91,855.1,d,0,1008.875,final,90,1009.92505,0,151,22.2,2018-06-01T10:45:00,2018-06-01T14:45:00,1527864300,2.4,4,Overcast clouds,804,c04d,55,1.6,1.5
23.4,118.77,95,21,118.37,900.98,59.57,887.3,d,0,1008.7,final,90,1009.9,0,164,22.8,2018-06-01T11:00:00,2018-06-01T15:00:00,1527865200,2.9,5,Overcast clouds,804,c04d,55,1.6,1.5
24,125.07,91,20.9,119.37,905.52,61.73,907.3,d,0,1008.55,final,86,1009.8125,0,262,23.3,2018-06-01T11:15:00,2018-06-01T15:15:00,1527866100,3.3,7,Overcast clouds,804,c04d,60,1.6,1.5
24.5,131.38,87,20.8,120.37,910.06,63.88,927.3,d,0,1008.4,final,83,1009.725,0,353,23.9,2018-06-01T11:30:00,2018-06-01T15:30:00,1527867000,3.7,8,Overcast clouds,804,c04d,60,1.6,1.5
25.6,137.68,87,21.3,121.37,914.59,66.04,947.3,d,0,1008.25,final,80,1009.6375,0,359,25,2018-06-01T11:45:00,2018-06-01T15:45:00,1527867900,3.8,10,Overcast clouds,804,c04d,55,1.6,1.5
25.8,143.98,87,20.7,122.37,919.13,68.19,967.3,d,0,1008.1,final,76,1009.55,0,369,25.2,2018-06-01T12:00:00,2018-06-01T16:00:00,1527868800,4,10,Overcast clouds,804,c04d,50,1.8,1.7
26,153.97,87,20.6,122.66,920.4,69.01,973.2,d,0,1008.1,final,75,1009.4625,0,372,25.4,2018-06-01T12:15:00,2018-06-01T16:15:00,1527869700,4,10,Overcast clouds,804,c04d,50,2,1.9
26.1,163.96,87,20.6,122.95,921.68,69.82,979.2,d,0,1008.1,final,74,1009.375,0,374,25.6,2018-06-01T12:30:00,2018-06-01T16:30:00,1527870600,4.1,10,Overcast clouds,804,c04d,45,2.2,2.1
26.1,173.94,87,20.6,123.23,922.95,70.64,985.2,d,0,1008.1,final,74,1009.2875,0,376,25.6,2018-06-01T12:45:00,2018-06-01T16:45:00,1527871500,4.1,10,Overcast clouds,804,c04d,40,2.8,2.6
26.3,183.93,90,20.5,123.52,924.22,71.45,991.1,d,0,1008.1,final,73,1009.2,0,311,25.7,2018-06-01T13:00:00,2018-06-01T17:00:00,1527872400,4,11,Overcast clouds,804,c04d,55,2,1.95
26.4,193.36,93,20.6,123.11,922.39,70.32,982.6,d,0,1008.05,final,73,1009.05,0,235,25.9,2018-06-01T13:15:00,2018-06-01T17:15:00,1527873300,3.7,12,Overcast clouds,804,c04d,70,1.3,1.3
26.5,202.8,96,20.8,122.7,920.56,69.18,974,d,0,1008,final,73,1008.9,0,154,26,2018-06-01T13:30:00,2018-06-01T17:30:00,1527874200,3.4,13,Overcast clouds,804,c04d,80,0.7,0.64
26.7,212.23,100,20.9,122.28,918.72,68.05,965.5,d,0,1007.95,final,73,1008.75,0,160,26.1,2018-06-01T13:45:00,2018-06-01T17:45:00,1527875100,3.1,14,Overcast clouds,804,c04d,95,0.9,0.9
26.7,221.66,100,20.9,121.87,916.89,66.91,956.9,d,0,1007.9,final,73,1008.6,0,159,26.1,2018-06-01T14:00:00,2018-06-01T18:00:00,1527876000,3,14,Overcast clouds,804,c04d,110,0.8,0.8
26.6,227.39,100,20.7,120.74,911.72,64.62,934.6,d,0,1007.525,final,72,1008.425,0,158,26.1,2018-06-01T14:15:00,2018-06-01T18:15:00,1527876900,2.9,15,Overcast clouds,804,c04d,125,0.9,0.86
26.6,233.11,100,20.4,119.61,906.55,62.34,912.3,d,0,1007.15,final,71,1008.25,0,157,26.1,2018-06-01T14:30:00,2018-06-01T18:30:00,1527877800,2.8,15,Overcast clouds,804,c04d,135,1.8,1.73
26.6,238.84,100,20.2,118.47,901.38,60.05,890,d,0,1006.775,final,70,1008.075,0,155,26.1,2018-06-01T14:45:00,2018-06-01T18:45:00,1527878700,2.6,16,Overcast clouds,804,c04d,150,2.8,2.6
27,244.56,95,20.3,117.34,896.21,57.76,867.6,d,0,1006.4,final,69,1007.9,0,163,26.5,2018-06-01T15:00:00,2018-06-01T19:00:00,1527879600,2.8,16,Overcast clouds,804,c04d,150,3,2.76
28.4,248.17,91,20.4,115.43,887,55.06,833.4,d,0,1006.4,final,68,1007.72504,0,242,26.8,2018-06-01T15:15:00,2018-06-01T19:15:00,1527880500,2.8,16,Overcast clouds,804,c04d,155,3.1,2.93
29,251.78,87,20.8,113.53,877.78,52.36,799.2,d,0,1006.4,final,68,1007.55005,0,305,27.2,2018-06-01T15:30:00,2018-06-01T19:30:00,1527881400,2.8,16,Overcast clouds,804,c04d,155,3.3,3.1
29,255.39,87,20.8,111.62,868.57,49.66,765,d,0,1006.4,final,68,1007.375,0,292,27.2,2018-06-01T15:45:00,2018-06-01T19:45:00,1527882300,2.6,16,Overcast clouds,804,c04d,155,1.1,1.1
28.9,259,78,20.5,109.71,859.35,46.96,730.8,d,0,1006.4,final,67,1007.2,0,406,27.2,2018-06-01T16:00:00,2018-06-01T20:00:00,1527883200,2.7,16,Overcast clouds,804,c04d,155,0.8,0.77
29,261.7,68,20.8,106.92,844.55,44.14,687.8,d,0,1006.22504,final,68,1007.1,0,481,27.2,2018-06-01T16:15:00,2018-06-01T20:15:00,1527884100,2.9,15,Broken clouds,803,c03d,160,1.6,1.55
29,264.4,59,20.8,104.12,829.76,41.31,644.7,d,0,1006.05005,final,68,1007,0,511,27.2,2018-06-01T16:30:00,2018-06-01T20:30:00,1527885000,2.9,15,Broken clouds,803,c03d,160,2.5,2.32
29,267.09,50,20.8,101.33,814.96,38.49,601.7,d,0,1005.875,final,68,1006.9,0,515,27.2,2018-06-01T16:45:00,2018-06-01T20:45:00,1527885900,2.9,14,Broken clouds,803,c03d,160,3.3,3.1
28.5,269.79,59,20.6,98.53,800.16,35.66,558.6,d,0,1005.7,final,69,1006.8,0,443,26.8,2018-06-01T17:00:00,2018-06-01T21:00:00,1527886800,2.4,14,Broken clouds,803,c03d,155,3.2,2.97
26.9,272.12,68,20.5,94.61,776.45,32.83,510.7,d,0,1005.7,final,70,1006.8,0,358,26.4,2018-06-01T17:15:00,2018-06-01T21:15:00,1527887700,1.9,14,Broken clouds,803,c03d,145,3.1,2.85
26.5,274.44,78,20.3,90.7,752.73,30,462.8,d,0,1005.7,final,71,1006.8,0,258,26,2018-06-01T17:30:00,2018-06-01T21:30:00,1527888600,1.5,14,Overcast clouds,804,c04d,140,2.9,2.72
26.1,276.77,87,20.2,86.78,729.02,27.16,415,d,0,1005.7,final,72,1006.8,0,159,25.6,2018-06-01T17:45:00,2018-06-01T21:45:00,1527889500,1.1,14,Overcast clouds,804,c04d,130,2.8,2.6
26.1,279.09,87,20.4,82.86,705.3,24.33,367.1,d,0,1005.7,final,73,1006.8,0,140,25.6,2018-06-01T18:00:00,2018-06-01T22:00:00,1527890400,1,14,Overcast clouds,804,c04d,130,2,1.95
26.1,281.32,87,20.4,77.26,663.99,21.57,319.6,d,0,1005.7,final,73,1006.775,0,122,25.6,2018-06-01T18:15:00,2018-06-01T22:15:00,1527891300,0.9,14,Overcast clouds,804,c04d,125,1.3,1.3
26.1,283.55,87,20.4,71.67,622.67,18.81,272.1,d,0,1005.7,final,73,1006.75,0,104,25.6,2018-06-01T18:30:00,2018-06-01T22:30:00,1527892200,0.9,14,Overcast clouds,804,c04d,125,0.7,0.64
26.1,285.77,87,20.4,66.07,581.36,16.05,224.5,d,0,1005.7,final,73,1006.725,0,86,25.6,2018-06-01T18:45:00,2018-06-01T22:45:00,1527893100,0.8,14,Overcast clouds,804,c04d,120,2,1.9
25.6,288,87,20,60.47,540.04,13.29,177,d,0,1005.7,final,73,1006.7,0,68,25.2,2018-06-01T19:00:00,2018-06-01T23:00:00,1527894000,0.8,15,Overcast clouds,804,c04d,120,0.5,0.52
25.2,290.3,87,20,51.14,447.65,10.67,138.4,d,0,1005.75,final,75,1006.725,0,53,24.8,2018-06-01T19:15:00,2018-06-01T23:15:00,1527894900,0.7,15,Overcast clouds,804,c04d,115,1.1,1.05
24.8,292.6,87,20,41.81,355.26,8.05,99.9,d,0,1005.80005,final,77,1006.75,0,79,24.3,2018-06-01T19:30:00,2018-06-01T23:30:00,1527895800,0.7,16,Overcast clouds,804,c04d,115,1.6,1.57
24.4,294.89,87,20,32.48,262.87,5.42,61.3,d,0,1005.85004,final,79,1006.775,0,55,23.9,2018-06-01T19:45:00,2018-06-01T23:45:00,1527896700,0.7,16,Overcast clouds,804,c04d,110,2.2,2.1
24.5,297.19,87,20.4,23.15,170.48,2.8,22.7,d,0,1005.9,final,81,1006.8,0,31,23.9,2018-06-01T20:00:00,2018-06-02T00:00:00,1527897600,0.7,16,Overcast clouds,804,c04n,110,2.2,2.1
23.9,299.7,87,20.1,17.36,127.86,0.4,17,d,0,1005.85004,final,82,1006.775,0,24,23.3,2018-06-01T20:15:00,2018-06-02T00:15:00,1527898500,0.7,16,Overcast clouds,804,c04n,95,2,1.9
23.3,302.21,87,19.9,11.58,85.24,-2.01,11.3,d,0,1005.80005,final,84,1006.75,0,16,22.8,2018-06-01T20:30:00,2018-06-02T00:30:00,1527899400,0,16,Overcast clouds,804,c04n,85,1.8,1.7
22.7,304.71,87,19.7,5.79,42.62,-4.42,5.7,d,0,1005.75,final,86,1006.725,0,8,22.2,2018-06-01T20:45:00,2018-06-02T00:45:00,1527900300,0,16,Overcast clouds,804,c04n,70,1.6,1.5
22.7,307.22,78,19.9,0,0,-6.82,0,n,0,1005.7,final,87,1006.7,0,0,22.1,2018-06-01T21:00:00,2018-06-02T01:00:00,1527901200,0,16,Overcast clouds,804,c04n,75,1.6,1.5
22.6,310.05,68,19.8,0,0,-8.9,0,n,0,1005.775,final,87,1006.825,0,0,22.1,2018-06-01T21:15:00,2018-06-02T01:15:00,1527902100,0,15,Broken clouds,803,c03n,75,1.6,1.5
22.6,312.88,59,19.6,0,0,-10.99,0,n,0,1005.85,final,86,1006.95,0,0,22.1,2018-06-01T21:30:00,2018-06-02T01:30:00,1527903000,0,15,Broken clouds,803,c03n,80,1.6,1.5
22.5,315.7,50,19.5,0,0,-13.07,0,n,0,1005.925,final,86,1007.075,0,0,22,2018-06-01T21:45:00,2018-06-02T01:45:00,1527903900,0,14,Broken clouds,803,c03n,80,1.6,1.5
22.4,318.53,50,19.5,0,0,-15.15,0,n,0,1006,final,86,1007.2,0,0,21.9,2018-06-01T22:00:00,2018-06-02T02:00:00,1527904800,0,14,Broken clouds,803,c03n,120,1.2,1.12
22.3,321.76,50,19.4,0,0,-16.78,0,n,0,1006.1,final,86,1007.2,0,0,21.9,2018-06-01T22:15:00,2018-06-02T02:15:00,1527905700,0,14,Broken clouds,803,c03n,160,0.8,0.75
22.2,324.99,50,19.3,0,0,-18.42,0,n,0,1006.2,final,86,1007.2,0,0,21.8,2018-06-01T22:30:00,2018-06-02T02:30:00,1527906600,0,14,Broken clouds,803,c03n,200,0.4,0.37
22.2,328.22,50,19.4,0,0,-20.05,0,n,0,1006.30005,final,87,1007.2,0,0,21.7,2018-06-01T22:45:00,2018-06-02T02:45:00,1527907500,0,14,Broken clouds,803,c03n,240,1.2,1.2
22.4,331.45,41,19.6,0,0,-21.68,0,n,0,1006.4,final,87,1007.2,0,0,21.9,2018-06-01T23:00:00,2018-06-02T03:00:00,1527908400,0,14,Broken clouds,803,c03n,280,0.5,0.5
22.5,335.07,33,19.6,0,0,-22.72,0,n,0,1006.30005,final,86,1007.2,0,0,22,2018-06-01T23:15:00,2018-06-02T03:15:00,1527909300,0,13,Scattered clouds,802,c02n,320,1,1
22.7,338.7,25,19.4,0,0,-23.75,0,n,0,1006.2,final,84,1007.2,0,0,22.2,2018-06-01T23:30:00,2018-06-02T03:30:00,1527910200,0,13,Scattered clouds,802,c02n,360,1.6,1.5
24.5,342.32,87,20.6,0,0,-24.79,0,n,0,1006.1,final,82,1007.2,0,0,23.9,2018-06-01T23:45:00,2018-06-02T03:45:00,1527911100,0,11,Overcast clouds,804,c04n,10,2.8,2.6
23.9,345.94,90,20,0,0,-25.82,0,n,0,1006,final,81,1007.2,0,0,23.4,2018-06-02T00:00:00,2018-06-02T04:00:00,1527912000,0,12,Overcast clouds,804,c04n,55,2.5,2.32
23.4,259.8,93,19.7,0,0,-26.13,0,n,0,1005.9875,final,82,1007.125,0,0,22.9,2018-06-02T00:15:00,2018-06-02T04:15:00,1527912900,0,12,Overcast clouds,804,c04n,95,2.1,2.04
23,173.66,96,19.6,0,0,-26.45,0,n,0,1005.975,final,84,1007.05005,0,0,22.5,2018-06-02T00:30:00,2018-06-02T04:30:00,1527913800,0,12,Overcast clouds,804,c04n,140,1.8,1.77
22.5,87.52,100,19.5,0,0,-26.76,0,n,0,1005.9625,final,86,1006.97504,0,0,22,2018-06-02T00:45:00,2018-06-02T04:45:00,1527914700,0,13,Overcast clouds,804,c04n,180,1.6,1.5
22.6,1.38,96,19.8,0,0,-27.07,0,n,0,1005.95,final,87,1006.9,0,0,22.1,2018-06-02T01:00:00,2018-06-02T05:00:00,1527915600,0,13,Overcast clouds,804,c04n,210,1.7,1.65
22.7,5.22,93,20,0,0,-26.62,0,n,0,1005.9375,final,88,1006.825,0,0,22.1,2018-06-02T01:15:00,2018-06-02T05:15:00,1527916500,0,14,Overcast clouds,804,c04n,235,1.9,1.8
22.8,9.05,90,20.4,0,0,-26.17,0,n,0,1005.92505,final,90,1006.75,0,0,22.1,2018-06-02T01:30:00,2018-06-02T05:30:00,1527917400,0,14,Overcast clouds,804,c04n,265,2,1.95
22.9,12.89,87,20.8,0,0,-25.72,0,n,0,1005.91254,final,92,1006.675,0,0,22.2,2018-06-02T01:45:00,2018-06-02T05:45:00,1527918300,0,14,Overcast clouds,804,c04n,290,2.2,2.1
22.9,16.72,78,21,0,0,-25.27,0,n,0,1005.9,final,93,1006.6,0,0,22.2,2018-06-02T02:00:00,2018-06-02T06:00:00,1527919200,0,14,Overcast clouds,804,c04n,290,2.2,2.1
22.9,20.28,68,20.8,0,0,-24.12,0,n,0,1005.775,final,92,1006.55,0,0,22.2,2018-06-02T02:15:00,2018-06-02T06:15:00,1527920100,0,15,Broken clouds,803,c03n,300,2.4,2.26
22.9,23.84,59,20.8,0,0,-22.97,0,n,0,1005.65,final,92,1006.5,0,0,22.2,2018-06-02T02:30:00,2018-06-02T06:30:00,1527921000,0,15,Broken clouds,803,c03n,310,2.6,2.43
22.9,27.39,50,20.7,0,0,-21.81,0,n,0,1005.525,final,91,1006.45,0,0,22.2,2018-06-02T02:45:00,2018-06-02T06:45:00,1527921900,0,16,Broken clouds,803,c03n,320,2.8,2.6
22.5,30.95,59,20.2,0,0,-20.66,0,n,0,1005.4,final,90,1006.4,0,0,21.9,2018-06-02T03:00:00,2018-06-02T07:00:00,1527922800,0,16,Broken clouds,803,c03n,295,2,1.95
22.2,34.11,68,20.1,0,0,-18.94,0,n,0,1005.30005,final,91,1006.275,0,0,21.6,2018-06-02T03:15:00,2018-06-02T07:15:00,1527923700,0,16,Broken clouds,803,c03n,270,1.3,1.3
22,37.26,78,20,0,0,-17.21,0,n,0,1005.2,final,92,1006.15,0,0,21.4,2018-06-02T03:30:00,2018-06-02T07:30:00,1527924600,0,16,Overcast clouds,804,c04n,250,0.7,0.64
21.7,40.42,87,19.7,0,0,-15.49,0,n,0,1005.1,final,92,1006.025,0,0,21.1,2018-06-02T03:45:00,2018-06-02T07:45:00,1527925500,0,16,Overcast clouds,804,c04n,225,2.3,2.2
21.7,43.57,87,19.9,0,0,-13.76,0,n,0,1005,final,93,1005.9,0,0,21.1,2018-06-02T04:00:00,2018-06-02T08:00:00,1527926400,0,16,Overcast clouds,804,c04n,200,2.5,2.4
21.7,46.33,87,19.9,0,0,-11.61,0,n,0,1005,final,93,1005.9,0,0,21.1,2018-06-02T04:15:00,2018-06-02T08:15:00,1527927300,0,16,Overcast clouds,804,c04n,175,2.5,2.4
21.7,49.09,87,19.9,0,0,-9.46,0,n,0,1005,final,93,1005.9,0,0,21.1,2018-06-02T04:30:00,2018-06-02T08:30:00,1527928200,0,16,Overcast clouds,804,c04n,150,2.5,2.4
21.7,51.85,87,19.9,0,0,-7.31,0,n,0,1005,final,93,1005.9,0,0,21.1,2018-06-02T04:45:00,2018-06-02T08:45:00,1527929100,0,16,Overcast clouds,804,c04n,125,2.5,2.4
21.4,54.61,87,19.6,0,0,-5.16,0,n,0,1005,final,93,1005.9,0,0,20.8,2018-06-02T05:00:00,2018-06-02T09:00:00,1527930000,0,16,Overcast clouds,804,c04n,105,0.4,0.37
21.1,57.07,87,19.6,8.03,67.12,-2.71,11.2,d,0,1005,final,94,1005.92505,0,12,20.6,2018-06-02T05:15:00,2018-06-02T09:15:00,1527930900,0,16,Overcast clouds,804,c04n,80,0.8,0.75
20.8,59.53,87,19.3,16.05,134.25,-0.26,22.4,d,0,1005,final,94,1005.95,0,24,20.3,2018-06-02T05:30:00,2018-06-02T09:30:00,1527931800,0,16,Overcast clouds,804,c04n,55,1.2,1.12
20.5,61.99,87,19.2,24.08,201.37,2.19,33.6,d,0,1005,final,95,1005.975,0,37,20,2018-06-02T05:45:00,2018-06-02T09:45:00,1527932700,0.7,16,Overcast clouds,804,c04n,30,1.6,1.5
21.3,64.45,87,20,32.1,268.49,4.64,44.8,d,0,1005,final,96,1006,0,49,20.7,2018-06-02T06:00:00,2018-06-02T10:00:00,1527933600,0.7,16,Overcast clouds,804,c04n,110,2,1.9
22,66.72,87,20.2,40.38,345.93,7.3,86.1,d,0,1005.1,final,93,1006.075,0,73,21.4,2018-06-02T06:15:00,2018-06-02T10:15:00,1527934500,0.7,16,Overcast clouds,804,c04d,190,2.4,2.29
22.7,68.99,87,20.4,48.65,423.37,9.95,127.4,d,0,1005.2,final,90,1006.15,0,49,22.1,2018-06-02T06:30:00,2018-06-02T10:30:00,1527935400,0.7,16,Overcast clouds,804,c04d,270,2.9,2.7
