app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/icon,weather/code,weather/description,wind_dir,wind_gust_spd,wind_spd
20.6,224.5,87,13.3,81.6,701.76,21.81,338.1,d,0,1008.55005,final,62,1009.5,0,136,20.9,2018-11-01T15:30:00,2018-11-01T19:30:00,1541100600,1,16,c04d,804,Overcast clouds,115,3.2,2.97
20.4,227.76,87,13.3,77.84,675.79,19.81,301.8,d,0,1008.625,final,63,1009.6,0,122,20.6,2018-11-01T15:45:00,2018-11-01T19:45:00,1541101500,0.9,16,c04d,804,Overcast clouds,110,3.3,3.1
20.4,231.02,90,13.8,74.07,649.82,17.81,265.6,d,0,1008.7,final,65,1009.7,0,89,20.6,2018-11-01T16:00:00,2018-11-01T20:00:00,1541102400,0.8,16,c04d,804,Overcast clouds,115,2.9,2.7
20.4,233.84,93,13.8,67.6,594.89,15.43,224.5,d,0,1008.7,final,65,1009.675,0,125,20.6,2018-11-01T16:15:00,2018-11-01T20:15:00,1541103300,0.7,16,c04d,804,Overcast clouds,120,2.4,2.29
20.4,236.65,96,13.8,61.13,539.96,13.06,183.4,d,0,1008.7,final,65,1009.65,0,93,20.6,2018-11-01T16:30:00,2018-11-01T20:30:00,1541104200,0.6,16,c04d,804,Overcast clouds,125,2,1.9
20.4,239.47,100,13.8,54.65,485.03,10.68,142.4,d,0,1008.7,final,65,1009.625,0,63,20.6,2018-11-01T16:45:00,2018-11-01T20:45:00,1541105100,0.6,16,c04d,804,Overcast clouds,130,1.6,1.5
20.4,242.28,100,13.8,48.18,430.1,8.3,101.3,d,0,1008.7,final,65,1009.6,0,54,20.6,2018-11-01T17:00:00,2018-11-01T21:00:00,1541106000,0.6,16,c04d,804,Overcast clouds,135,1.6,1.5
20.4,244.79,100,13.8,36.14,322.58,5.68,76,d,0,1008.625,final,65,1009.52496,0,40,20.6,2018-11-01T17:15:00,2018-11-01T21:15:00,1541106900,0.5,16,c04d,804,Overcast clouds,135,1.6,1.5
20.4,247.3,100,13.8,24.09,215.05,3.06,50.7,d,0,1008.55005,final,65,1009.44995,0,27,20.6,2018-11-01T17:30:00,2018-11-01T21:30:00,1541107800,0.5,16,c04d,804,Overcast clouds,140,1.6,1.5
20.4,249.8,100,13.8,12.05,107.53,0.43,25.3,d,0,1008.47504,final,65,1009.375,0,13,20.6,2018-11-01T17:45:00,2018-11-01T21:45:00,1541108700,0.5,16,c04n,804,Overcast clouds,140,1.6,1.5
20.1,252.31,100,13.5,0,0,-2.19,0,n,0,1008.4,final,65,1009.3,0,0,20.3,2018-11-01T18:00:00,2018-11-01T22:00:00,1541109600,0,16,c04n,804,Overcast clouds,150,2.3,2.15
19.8,254.68,100,13.5,0,0,-4.96,0,n,0,1008.4,final,66,1009.3,0,0,20,2018-11-01T18:15:00,2018-11-01T22:15:00,1541110500,0,16,c04n,804,Overcast clouds,155,3,2.8
19.5,257.04,100,13.6,0,0,-7.74,0,n,0,1008.4,final,68,1009.3,0,0,19.7,2018-11-01T18:30:00,2018-11-01T22:30:00,1541111400,0,16,c04n,804,Overcast clouds,165,3.7,3.45
19.2,259.41,100,13.6,0,0,-10.51,0,n,0,1008.4,final,69,1009.3,0,0,19.4,2018-11-01T18:45:00,2018-11-01T22:45:00,1541112300,0,16,c04n,804,Overcast clouds,170,4.5,4.09
19.1,261.77,100,13.7,0,0,-13.28,0,n,0,1008.4,final,70,1009.3,0,0,19.3,2018-11-01T19:00:00,2018-11-01T23:00:00,1541113200,0,16,c04n,804,Overcast clouds,175,4.7,4.22
18.9,264.16,100,13.5,0,0,-16.12,0,n,0,1008.45,final,70,1009.35,0,0,19.1,2018-11-01T19:15:00,2018-11-01T23:15:00,1541114100,0,16,c04n,804,Overcast clouds,180,4.8,4.34
18.8,266.55,100,13.6,0,0,-18.96,0,n,0,1008.5,final,71,1009.4,0,0,19,2018-11-01T19:30:00,2018-11-01T23:30:00,1541115000,0,16,c04n,804,Overcast clouds,185,5,4.47
18.7,268.94,100,13.7,0,0,-21.79,0,n,0,1008.55,final,72,1009.45,0,0,18.9,2018-11-01T19:45:00,2018-11-01T23:45:00,1541115900,0,16,c04n,804,Overcast clouds,190,5.1,4.59
18.7,271.33,100,13.7,0,0,-24.63,0,n,0,1008.6,final,72,1009.5,0,0,18.9,2018-11-01T20:00:00,2018-11-02T00:00:00,1541116800,0,16,c04n,804,Overcast clouds,190,5.1,4.59
18.7,273.97,100,13.7,0,0,-27.45,0,n,0.25,1008.375,final,72,1009.325,0,0,18.9,2018-11-01T20:15:00,2018-11-02T00:15:00,1541117700,0,16,c04n,804,Overcast clouds,190,5.3,4.76
18.7,276.61,100,13.7,0,0,-30.28,0,n,0.5,1008.15,final,72,1009.15,0,0,18.9,2018-11-01T20:30:00,2018-11-02T00:30:00,1541118600,0,16,c04n,804,Overcast clouds,190,5.5,4.93
18.7,279.25,100,13.7,0,0,-33.1,0,n,0.25,1007.925,final,72,1008.975,0,0,18.9,2018-11-01T20:45:00,2018-11-02T00:45:00,1541119500,0,16,c04n,804,Overcast clouds,190,11.3,5.09
18.7,281.89,100,13.7,0,0,-35.92,0,n,0,1007.7,final,72,1008.8,0,0,18.9,2018-11-01T21:00:00,2018-11-02T01:00:00,1541120400,0,16,c04n,804,Overcast clouds,190,11.3,5.25
18.7,285.13,100,13.7,0,0,-38.62,0,n,0,1007.7,final,72,1008.8,0,0,18.9,2018-11-01T21:15:00,2018-11-02T01:15:00,1541121300,0,16,c04n,804,Overcast clouds,190,11.3,5.4
18.7,288.37,100,13.7,0,0,-41.32,0,n,0,1007.7,final,72,1008.8,0,0,18.9,2018-11-01T21:30:00,2018-11-02T01:30:00,1541122200,0,16,c04n,804,Overcast clouds,190,11.3,5.55
18.7,291.61,100,13.7,0,0,-44.02,0,n,0,1007.7,final,72,1008.8,0,0,18.9,2018-11-01T21:45:00,2018-11-02T01:45:00,1541123100,0,16,c04n,804,Overcast clouds,190,11.3,5.7
18.7,294.85,87,13.7,0,0,-46.72,0,n,0,1007.7,final,72,1008.8,0,0,18.9,2018-11-01T22:00:00,2018-11-02T02:00:00,1541124000,0,16,c04n,804,Overcast clouds,190,6.3,5.55
18.7,299.29,75,13.7,0,0,-49.09,0,n,0,1007.625,final,72,1008.675,0,0,18.9,2018-11-01T22:15:00,2018-11-02T02:15:00,1541124900,0,16,c04n,804,Overcast clouds,190,6.1,5.4
18.7,303.73,62,13.7,0,0,-51.47,0,n,0,1007.55005,final,72,1008.55,0,0,18.9,2018-11-01T22:30:00,2018-11-02T02:30:00,1541125800,0,16,c03n,803,Broken clouds,190,5.9,5.25
18.7,308.16,50,13.7,0,0,-53.84,0,n,0,1007.47504,final,72,1008.425,0,0,18.9,2018-11-01T22:45:00,2018-11-02T02:45:00,1541126700,0,16,c03n,803,Broken clouds,190,5.7,5.09
18.7,312.6,59,13.7,0,0,-56.21,0,n,0,1007.4,final,72,1008.3,0,0,18.9,2018-11-01T23:00:00,2018-11-02T03:00:00,1541127600,0,16,c03n,803,Broken clouds,190,5.7,5.09
18.7,319.04,68,13.9,0,0,-57.84,0,n,0,1007.22504,final,73,1008.125,0,0,18.9,2018-11-01T23:15:00,2018-11-02T03:15:00,1541128500,0,16,c03n,803,Broken clouds,190,5.7,5.09
18.8,325.49,78,14.2,0,0,-59.48,0,n,0,1007.05005,final,74,1007.94995,0,0,18.9,2018-11-01T23:30:00,2018-11-02T03:30:00,1541129400,0,16,c04n,804,Overcast clouds,190,5.7,5.09
18.8,331.93,87,14.2,0,0,-61.11,0,n,0,1006.875,final,74,1007.77496,0,0,18.9,2018-11-01T23:45:00,2018-11-02T03:45:00,1541130300,0,16,c04n,804,Overcast clouds,190,5.7,5.09
18.8,338.37,90,14.4,0,0,-62.74,0,n,0,1006.7,final,75,1007.6,0,0,18.9,2018-11-02T00:00:00,2018-11-02T04:00:00,1541131200,0,16,c04n,804,Overcast clouds,190,5.7,5.09
18.8,256.5,93,14.6,0,0,-63.02,0,n,0,1006.55,final,76,1007.425,0,0,18.9,2018-11-02T00:15:00,2018-11-02T04:15:00,1541132100,0,16,c04n,804,Overcast clouds,185,5.7,5.09
18.8,174.63,96,14.8,0,0,-63.29,0,n,0,1006.4,final,77,1007.25,0,0,18.9,2018-11-02T00:30:00,2018-11-02T04:30:00,1541133000,0,16,c04n,804,Overcast clouds,185,5.7,5.09
18.9,92.75,100,15,0,0,-63.57,0,n,0.25,1006.25,final,78,1007.075,0,0,18.9,2018-11-02T00:45:00,2018-11-02T04:45:00,1541133900,0,16,c04n,804,Overcast clouds,180,5.7,5.09
18.9,10.88,96,15.2,0,0,-63.84,0,n,0.5,1006.1,final,79,1006.9,0,0,18.9,2018-11-02T01:00:00,2018-11-02T05:00:00,1541134800,0,16,c04n,804,Overcast clouds,180,5.6,4.97
18.9,18.08,93,15.4,0,0,-62.61,0,n,0.75,1005.94995,final,80,1006.72504,0,0,18.9,2018-11-02T01:15:00,2018-11-02T05:15:00,1541135700,0,16,r01n,500,Light rain,175,5.4,4.84
18.9,25.28,90,15.6,0,0,-61.38,0,n,1,1005.8,final,81,1006.55005,0,0,18.9,2018-11-02T01:30:00,2018-11-02T05:30:00,1541136600,0,16,r01n,500,Light rain,175,5.3,4.72
19,32.47,87,15.8,0,0,-60.15,0,n,0.75,1005.65,final,82,1006.375,0,0,18.9,2018-11-02T01:45:00,2018-11-02T05:45:00,1541137500,0,16,r01n,500,Light rain,170,5.1,4.59
19,39.67,87,15.9,0,0,-58.92,0,n,0.5,1005.5,final,83,1006.2,0,0,18.9,2018-11-02T02:00:00,2018-11-02T06:00:00,1541138400,0,16,c04n,804,Overcast clouds,170,5.1,4.59
19.2,44.72,87,16.3,0,0,-56.74,0,n,0.25,1005.375,final,84,1006.0375,0,0,19.1,2018-11-02T02:15:00,2018-11-02T06:15:00,1541139300,0,16,c04n,804,Overcast clouds,175,5.3,4.76
19.4,49.77,87,16.6,0,0,-54.57,0,n,0.25,1005.25,final,85,1005.875,0,0,19.2,2018-11-02T02:30:00,2018-11-02T06:30:00,1541140200,0,16,c04n,804,Overcast clouds,175,5.5,4.93
19.6,54.81,87,17,0,0,-52.39,0,n,0.25,1005.125,final,86,1005.7125,0,0,19.4,2018-11-02T02:45:00,2018-11-02T06:45:00,1541141100,0,16,c04n,804,Overcast clouds,180,5.7,5.09
19.4,59.86,93,16.9,0,0,-50.21,0,n,0.5,1005,final,87,1005.55,0,0,19.1,2018-11-02T03:00:00,2018-11-02T07:00:00,1541142000,0,16,c04n,804,Overcast clouds,180,5.4,4.84
19.1,63.43,100,16.5,0,0,-47.6,0,n,0.25,1004.75,final,86,1005.3875,0,0,18.9,2018-11-02T03:15:00,2018-11-02T07:15:00,1541142900,0,16,c04n,804,Overcast clouds,180,5.1,4.59
19.4,67,93,16.7,0,0,-44.98,0,n,0,1004.5,final,86,1005.225,0,0,19.1,2018-11-02T03:30:00,2018-11-02T07:30:00,1541143800,0,16,c04n,804,Overcast clouds,185,5.4,4.84
19.6,70.56,87,16.8,0,0,-42.37,0,n,0.25,1004.25,final,85,1005.0625,0,0,19.4,2018-11-02T03:45:00,2018-11-02T07:45:00,1541144700,0,16,c04n,804,Overcast clouds,190,5.7,5.09
19.7,74.13,90,16.8,0,0,-39.75,0,n,0.5,1004,final,84,1004.9,0,0,19.5,2018-11-02T04:00:00,2018-11-02T08:00:00,1541145600,0,16,c04n,804,Overcast clouds,195,5.7,5.09
19.9,76.93,93,16.7,0,0,-36.96,0,n,0.25,1004.075,final,83,1005.025,0,0,19.7,2018-11-02T04:15:00,2018-11-02T08:15:00,1541146500,0,16,c04n,804,Overcast clouds,195,5.7,5.09
20,79.73,96,16.7,0,0,-34.17,0,n,0,1004.15,final,82,1005.15,0,0,19.9,2018-11-02T04:30:00,2018-11-02T08:30:00,1541147400,0,16,c04n,804,Overcast clouds,200,5.7,5.09
20.2,82.53,100,16.8,0,0,-31.37,0,n,0,1004.225,final,82,1005.275,0,0,20,2018-11-02T04:45:00,2018-11-02T08:45:00,1541148300,0,16,c04n,804,Overcast clouds,200,5.7,5.09
20.2,85.33,96,16.6,0,0,-28.58,0,n,0,1004.3,final,81,1005.4,0,0,20,2018-11-02T05:00:00,2018-11-02T09:00:00,1541149200,0,16,c04n,804,Overcast clouds,195,5.7,5.09
20.2,87.78,93,16.8,0,0,-25.74,0,n,0.25,1004.3,final,82,1005.375,0,0,20,2018-11-02T05:15:00,2018-11-02T09:15:00,1541150100,0,16,c04n,804,Overcast clouds,190,5.7,5.09
20.2,90.24,90,16.8,0,0,-22.9,0,n,0.5,1004.3,final,82,1005.35,0,0,20,2018-11-02T05:30:00,2018-11-02T09:30:00,1541151000,0,16,c04n,804,Overcast clouds,185,5.7,5.09
20.2,92.69,87,16.8,0,0,-20.06,0,n,0.5,1004.3,final,82,1005.325,0,0,20,2018-11-02T05:45:00,2018-11-02T09:45:00,1541151900,0,16,c04n,804,Overcast clouds,180,5.7,5.09
20.2,95.14,90,17,0,0,-17.22,0,n,0.5,1004.3,final,83,1005.3,0,0,20,2018-11-02T06:00:00,2018-11-02T10:00:00,1541152800,0,16,c04n,804,Overcast clouds,180,6.1,5.37
20.2,97.5,93,17,0,0,-14.43,0,n,0.5,1004.15,final,83,1005.175,0,0,20,2018-11-02T06:15:00,2018-11-02T10:15:00,1541153700,0,16,c04n,804,Overcast clouds,180,6.4,5.65
